 TIME                    	COP_theoretical_Cool     	COP_theoretical_Heat     	PL_Percent_Cool          	PL_Percent_Heat          	
  +1.6910000000000000E+03	  +7.9612360707299445E-03	  +6.1620059223233652E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.6920000000000000E+03	  +7.9613062389761336E-03	  +6.1619288625529983E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.6930000000000000E+03	  +7.9613763842536298E-03	  +6.1618518280071762E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.6940000000000000E+03	  +7.9614465065263474E-03	  +4.7483564474362785E+00	  +0.0000000000000000E+00	  +2.3881467360902273E-01	
  +1.6950000000000000E+03	  +7.9615166057582128E-03	  +6.1616978347476797E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.6960000000000000E+03	  +7.9615866819131593E-03	  +6.1616208761132284E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.6970000000000000E+03	  +7.9616567349551377E-03	  +6.1615439428617698E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.6980000000000000E+03	  +7.9617267648481090E-03	  +6.1614670350328823E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.6990000000000000E+03	  +7.9617967715560449E-03	  +6.1613901526661316E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7000000000000000E+03	  +7.9618667550429290E-03	  +6.1613132958010710E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7010000000000000E+03	  +7.9619367152727587E-03	  +6.1612364644772401E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7020000000000000E+03	  +7.9620066522095422E-03	  +6.1611596587341656E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7030000000000000E+03	  +7.9620765658172995E-03	  +6.1610828786113608E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7040000000000000E+03	  +7.9621464560600628E-03	  +6.1610061241483254E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7050000000000000E+03	  +7.9622163229018765E-03	  +6.1609293953845479E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7060000000000000E+03	  +7.9622861663067972E-03	  +4.7482994537779648E+00	  +0.0000000000000000E+00	  +2.3886456721096291E-01	
  +1.7070000000000000E+03	  +7.6563400076607326E+00	  +6.1607760151126470E-03	  +3.5138128014865538E-01	  +0.0000000000000000E+00	
  +1.7080000000000000E+03	  +7.9624257826622427E-03	  +6.1606993636834318E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7090000000000000E+03	  +7.9624955555409414E-03	  +6.1606227381112892E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7100000000000000E+03	  +7.9625653048390945E-03	  +6.1605461384356399E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7110000000000000E+03	  +7.9626350305208142E-03	  +6.1604695646958925E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7120000000000000E+03	  +7.9627047325502350E-03	  +6.1603930169314399E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7130000000000000E+03	  +7.9627744108914933E-03	  +6.1603164951816638E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7140000000000000E+03	  +7.9628440655087462E-03	  +6.1602399994859320E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7150000000000000E+03	  +7.9629136963661577E-03	  +6.1601635298835968E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7160000000000000E+03	  +7.9629833034279042E-03	  +6.1600870864139999E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7170000000000000E+03	  +7.9630528866581774E-03	  +6.1600106691164684E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7180000000000000E+03	  +7.9631224460211779E-03	  +6.1599342780303146E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7190000000000000E+03	  +7.9631919814811217E-03	  +4.7482379165828110E+00	  +0.0000000000000000E+00	  +2.3891841522813698E-01	
  +1.7200000000000000E+03	  +7.9632614930022355E-03	  +6.1597815746493312E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7210000000000000E+03	  +7.9633309805487596E-03	  +6.1597052624330611E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7220000000000000E+03	  +7.9634004440849414E-03	  +6.1596289765852895E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7230000000000000E+03	  +7.9634698835750490E-03	  +6.1595527171452611E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7240000000000000E+03	  +7.9635392989833558E-03	  +6.1594764841522093E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7250000000000000E+03	  +7.9636086902741508E-03	  +6.1594002776453535E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7260000000000000E+03	  +7.9636780574117369E-03	  +6.1593240976638977E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7270000000000000E+03	  +7.9637474003604256E-03	  +6.1592479442470344E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7280000000000000E+03	  +7.9638167190845439E-03	  +6.1591718174339406E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7290000000000000E+03	  +7.9638860135484279E-03	  +6.1590957172637812E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7300000000000000E+03	  +7.9639552837164323E-03	  +6.1590196437757063E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7310000000000000E+03	  +7.9640245295529172E-03	  +4.7481813081886202E+00	  +0.0000000000000000E+00	  +2.3896792915053974E-01	
  +1.7320000000000000E+03	  +7.9640937510222585E-03	  +6.1588675770023436E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7330000000000000E+03	  +7.6576205743067982E+00	  +6.1587915837952876E-03	  +3.5133694014581118E-01	  +0.0000000000000000E+00	
  +1.7340000000000000E+03	  +7.9642321207170803E-03	  +6.1587156174267802E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7350000000000000E+03	  +7.9643012688713731E-03	  +6.1586396779359041E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7360000000000000E+03	  +7.9643703925161534E-03	  +6.1585637653617268E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7370000000000000E+03	  +7.9644394916158576E-03	  +6.1584878797433015E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7380000000000000E+03	  +7.9645085661349362E-03	  +6.1584120211196688E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7390000000000000E+03	  +7.9645776160378583E-03	  +6.1583361895298548E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7400000000000000E+03	  +7.9646466412890936E-03	  +6.1582603850128710E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7410000000000000E+03	  +7.9647156418531356E-03	  +6.1581846076077182E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7420000000000000E+03	  +7.9647846176944866E-03	  +6.1581088573533782E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7430000000000000E+03	  +7.9648535687776596E-03	  +4.7481248920269712E+00	  +0.0000000000000000E+00	  +2.3901725478953775E-01	
  +1.7440000000000000E+03	  +7.9649224950671810E-03	  +6.1579574384530078E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7450000000000000E+03	  +7.9649913965275949E-03	  +6.1578817698848759E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7460000000000000E+03	  +7.9650602731234504E-03	  +6.1578061286233559E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7470000000000000E+03	  +7.9651291248193142E-03	  +6.1577305147073619E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7480000000000000E+03	  +7.9651979515797666E-03	  +6.1576549281757934E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7490000000000000E+03	  +7.9652667533693967E-03	  +6.1575793690675394E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7500000000000000E+03	  +7.9653355301528110E-03	  +6.1575038374214680E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7510000000000000E+03	  +7.9654042818946263E-03	  +6.1574283332764407E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7520000000000000E+03	  +7.9654730085594698E-03	  +6.1573528566712986E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7530000000000000E+03	  +7.9655417101119879E-03	  +6.1572774076448736E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7540000000000000E+03	  +7.9656103865168321E-03	  +6.1572019862359802E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7550000000000000E+03	  +7.9656790377386766E-03	  +4.7480686728295520E+00	  +0.0000000000000000E+00	  +2.3906638824282700E-01	
  +1.7560000000000000E+03	  +7.9657476637422005E-03	  +6.1570512264259780E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7570000000000000E+03	  +7.9658162644920972E-03	  +6.1569758881024304E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7580000000000000E+03	  +7.9658848399530770E-03	  +6.1569005775515334E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7590000000000000E+03	  +7.9659533900898576E-03	  +6.1568252948120327E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7600000000000000E+03	  +7.6589377912273013E+00	  +6.1567500399226562E-03	  +3.5129133570032639E-01	  +0.0000000000000000E+00	
  +1.7610000000000000E+03	  +7.9660904142497772E-03	  +6.1566748129221220E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7620000000000000E+03	  +7.9661588882024206E-03	  +6.1565996138491291E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7630000000000000E+03	  +7.9662273366898784E-03	  +6.1565244427423671E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7640000000000000E+03	  +7.9662957596769394E-03	  +6.1564492996405056E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7650000000000000E+03	  +7.9663641571284007E-03	  +6.1563741845822046E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7660000000000000E+03	  +7.9664325290090751E-03	  +6.1562990976061069E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7670000000000000E+03	  +7.9665008752837878E-03	  +4.7480126553221256E+00	  +0.0000000000000000E+00	  +2.3911532561865295E-01	
  +1.7680000000000000E+03	  +7.9665691959173775E-03	  +6.1561490080550242E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7690000000000000E+03	  +7.9666374908746972E-03	  +6.1560740055572544E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7700000000000000E+03	  +7.9667057601206098E-03	  +6.1559990312961181E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7710000000000000E+03	  +7.9667740036199943E-03	  +6.1559240853101861E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7720000000000000E+03	  +7.9668422213377433E-03	  +6.1558491676380169E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7730000000000000E+03	  +7.9669104132387598E-03	  +6.1557742783181508E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7740000000000000E+03	  +7.9669785792879626E-03	  +6.1556994173891152E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7750000000000000E+03	  +7.9670467194502825E-03	  +6.1556245848894244E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7760000000000000E+03	  +7.9671148336906642E-03	  +6.1555497808575754E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7770000000000000E+03	  +7.9671829219740680E-03	  +6.1554750053320530E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7780000000000000E+03	  +7.9672509842654629E-03	  +6.1554002583513248E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7790000000000000E+03	  +7.9673190205298335E-03	  +4.7479568442240181E+00	  +0.0000000000000000E+00	  +2.3916406303617233E-01	
  +1.7800000000000000E+03	  +7.9673870307321766E-03	  +6.1552508501780574E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7810000000000000E+03	  +7.9674550148375080E-03	  +6.1551761890623813E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7820000000000000E+03	  +7.9675229728108487E-03	  +6.1551015566452304E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7830000000000000E+03	  +7.9675909046172388E-03	  +6.1550269529649978E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7840000000000000E+03	  +7.9676588102217307E-03	  +6.1549523780600650E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7850000000000000E+03	  +7.9677266895893870E-03	  +6.1548778319687990E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7860000000000000E+03	  +7.6601936370817922E+00	  +6.1548033147295492E-03	  +3.5124786036062683E-01	  +0.0000000000000000E+00	
  +1.7870000000000000E+03	  +7.9678623694745300E-03	  +6.1547288263806522E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7880000000000000E+03	  +7.9679301699222115E-03	  +6.1546543669604298E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7890000000000000E+03	  +7.9679979439934573E-03	  +6.1545799365071863E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7900000000000000E+03	  +7.9680656916533976E-03	  +6.1545055350592168E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7910000000000000E+03	  +7.9681334128671819E-03	  +4.7479012442476094E+00	  +0.0000000000000000E+00	  +2.3921259662581459E-01	
  +1.7920000000000000E+03	  +7.9682011075999665E-03	  +6.1543568193321817E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7930000000000000E+03	  +7.9682687758169269E-03	  +6.1542825051296261E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7940000000000000E+03	  +7.9683364174832523E-03	  +6.1542082200853592E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7950000000000000E+03	  +7.9684040325641407E-03	  +6.1541339642375969E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7960000000000000E+03	  +7.9684716210248092E-03	  +6.1540597376245421E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7970000000000000E+03	  +7.9685391828304853E-03	  +6.1539855402843796E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7980000000000000E+03	  +7.9686067179464120E-03	  +6.1539113722552819E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7990000000000000E+03	  +7.9686742263378428E-03	  +6.1538372335754061E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8000000000000000E+03	  +7.9687417079700503E-03	  +6.1537631242828926E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8010000000000000E+03	  +7.9688091628083157E-03	  +6.1536890444158681E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8020000000000000E+03	  +7.9688765908179377E-03	  +6.1536149940124435E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8030000000000000E+03	  +7.9689439919642287E-03	  +4.7478458600978088E+00	  +0.0000000000000000E+00	  +2.3926092252964437E-01	
  +1.8040000000000000E+03	  +7.9690113662125098E-03	  +6.1534669817487637E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8050000000000000E+03	  +7.9690787135281212E-03	  +6.1533930199646541E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8060000000000000E+03	  +7.9691460338764172E-03	  +6.1533190877964368E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8070000000000000E+03	  +7.9692133272227603E-03	  +6.1532451852821489E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8080000000000000E+03	  +7.9692805935325361E-03	  +6.1531713124598070E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8090000000000000E+03	  +7.9693478327711332E-03	  +6.1530974693674171E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8100000000000000E+03	  +7.9694150449039648E-03	  +6.1530236560429696E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8110000000000000E+03	  +7.9694822298964473E-03	  +6.1529498725244377E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8120000000000000E+03	  +7.6614366984461872E+00	  +6.1528761188497797E-03	  +3.5120483175852707E-01	  +0.0000000000000000E+00	
  +1.8130000000000000E+03	  +7.9696165183221392E-03	  +6.1528023950569392E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8140000000000000E+03	  +7.9696836216862580E-03	  +6.1527287011838442E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8150000000000000E+03	  +7.9697506977718588E-03	  +6.1526550372684070E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8160000000000000E+03	  +7.9698177465444345E-03	  +4.7477861096039016E+00	  +0.0000000000000000E+00	  +2.3931303676416318E-01	
  +1.8170000000000000E+03	  +7.9698847679694901E-03	  +6.1525077994620796E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8180000000000000E+03	  +7.9699517620125480E-03	  +6.1524342256469369E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8190000000000000E+03	  +7.9700187286391375E-03	  +6.1523606819409481E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8200000000000000E+03	  +7.9700856678148121E-03	  +6.1522871683819483E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8210000000000000E+03	  +7.9701525795051343E-03	  +6.1522136850077564E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8220000000000000E+03	  +7.9702194636756766E-03	  +6.1521402318561796E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8230000000000000E+03	  +7.9702863202920325E-03	  +6.1520668089650029E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8240000000000000E+03	  +7.9703531493198060E-03	  +6.1519934163720008E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8250000000000000E+03	  +7.9704199507246165E-03	  +6.1519200541149312E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8260000000000000E+03	  +7.9704867244720975E-03	  +6.1518467222315375E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8270000000000000E+03	  +7.9705534705278979E-03	  +6.1517734207595428E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8280000000000000E+03	  +7.9706201888576772E-03	  +4.7477311901685990E+00	  +0.0000000000000000E+00	  +2.3936091765115813E-01	
  +1.8290000000000000E+03	  +7.9706868794271139E-03	  +6.1516269092005823E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8300000000000000E+03	  +7.9707535422018968E-03	  +6.1515536991889903E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8310000000000000E+03	  +7.9708201771477288E-03	  +6.1514805197395482E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8320000000000000E+03	  +7.9708867842303334E-03	  +6.1514073708899032E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8330000000000000E+03	  +7.9709533634154412E-03	  +6.1513342526776866E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8340000000000000E+03	  +7.9710199146688001E-03	  +6.1512611651405157E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8350000000000000E+03	  +7.9710864379561718E-03	  +6.1511881083159917E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8360000000000000E+03	  +7.9711529332433338E-03	  +6.1511150822416982E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8370000000000000E+03	  +7.9712194004960754E-03	  +6.1510420869552041E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8380000000000000E+03	  +7.6626665487797361E+00	  +6.1509691224940636E-03	  +3.5116226452801180E-01	  +0.0000000000000000E+00	
  +1.8390000000000000E+03	  +7.9713522507615375E-03	  +6.1508961888958125E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8400000000000000E+03	  +7.9714186337059116E-03	  +4.7476765010141699E+00	  +0.0000000000000000E+00	  +2.3940857903415405E-01	
  +1.8410000000000000E+03	  +7.9714849884791727E-03	  +6.1507504144380516E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8420000000000000E+03	  +7.9715513150471866E-03	  +6.1506775736535364E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8430000000000000E+03	  +7.9716176133758296E-03	  +6.1506047638819027E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8440000000000000E+03	  +7.9716838834309953E-03	  +6.1505319851606058E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8450000000000000E+03	  +7.9717501251785877E-03	  +6.1504592375270896E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8460000000000000E+03	  +7.9718163385845281E-03	  +6.1503865210187792E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8470000000000000E+03	  +7.9718825236147553E-03	  +6.1503138356730830E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8480000000000000E+03	  +7.9719486802352184E-03	  +6.1502411815273954E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8490000000000000E+03	  +7.9720148084118821E-03	  +6.1501685586190964E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8500000000000000E+03	  +7.9720809081107267E-03	  +6.1500959669855441E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8510000000000000E+03	  +7.9721469792977447E-03	  +6.1500234066640853E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8520000000000000E+03	  +7.9722130219389477E-03	  +4.7476220468096244E+00	  +0.0000000000000000E+00	  +2.3945601710649159E-01	
  +1.8530000000000000E+03	  +7.9722790360003595E-03	  +6.1498783801067500E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8540000000000000E+03	  +7.9723450214480157E-03	  +6.1498059139454848E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8550000000000000E+03	  +7.9724109782479714E-03	  +6.1497334792455331E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8560000000000000E+03	  +7.9724769063662937E-03	  +6.1496610760441613E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8570000000000000E+03	  +7.9725428057690669E-03	  +6.1495887043786154E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8580000000000000E+03	  +7.9726086764223877E-03	  +6.1495163642861297E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8590000000000000E+03	  +7.9726745182923664E-03	  +6.1494440558039201E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8600000000000000E+03	  +7.9727403313451326E-03	  +6.1493717789691859E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8610000000000000E+03	  +7.9728061155468263E-03	  +6.1492995338191117E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8620000000000000E+03	  +7.9728718708636064E-03	  +6.1492273203908633E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8630000000000000E+03	  +7.9729375972616406E-03	  +6.1491551387215923E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8640000000000000E+03	  +7.6638827662641313E+00	  +6.1490829888484330E-03	  +3.5112017313545235E-01	  +0.0000000000000000E+00	
  +1.8650000000000000E+03	  +7.9730689631662410E-03	  +6.1490108708085051E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8660000000000000E+03	  +7.9731346026052242E-03	  +6.1489387846389073E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8670000000000000E+03	  +7.9732002129902987E-03	  +6.1488667303767272E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8680000000000000E+03	  +7.9732657942877105E-03	  +6.1487947080590341E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8690000000000000E+03	  +7.9733313464637207E-03	  +6.1487227177228791E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8700000000000000E+03	  +7.9733968694846065E-03	  +6.1486507594053002E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8710000000000000E+03	  +7.9734623633166586E-03	  +6.1485788331433157E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8720000000000000E+03	  +7.9735278279261801E-03	  +6.1485069389739288E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8730000000000000E+03	  +7.9735932632794965E-03	  +6.1484350769341256E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8740000000000000E+03	  +7.9736586693429420E-03	  +6.1483632470608783E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8750000000000000E+03	  +7.9737240460828664E-03	  +6.1482914493911399E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8760000000000000E+03	  +7.9737893934656388E-03	  +4.7475138618750998E+00	  +0.0000000000000000E+00	  +2.3955020816032088E-01	
  +1.8770000000000000E+03	  +7.9738547114576383E-03	  +6.1481479508099166E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8780000000000000E+03	  +7.9739200000252634E-03	  +6.1480762499722570E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8790000000000000E+03	  +7.9739852591349247E-03	  +6.1480045814857548E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8800000000000000E+03	  +7.9740504887530466E-03	  +6.1479329453872798E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8810000000000000E+03	  +7.9741156888460760E-03	  +6.1478613417136853E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8820000000000000E+03	  +7.9741808593804669E-03	  +6.1477897705018098E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8830000000000000E+03	  +7.9742460003226923E-03	  +6.1477182317884738E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8840000000000000E+03	  +7.9743111116392408E-03	  +6.1476467256104785E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8850000000000000E+03	  +7.9743761932966131E-03	  +6.1475752520046140E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8860000000000000E+03	  +7.9744412452613291E-03	  +6.1475038110076503E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
