 TIME                    	COP_theoretical_Cool     	COP_theoretical_Heat     	PL_Percent_Cool          	PL_Percent_Heat          	
  +5.5450000000000000E+03	  +7.9112639908927931E-03	  +6.2168859742873818E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.5460000000000000E+03	  +7.9111869698339186E-03	  +6.2169705599145371E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.5470000000000000E+03	  +7.9111099515906981E-03	  +6.2170551424495027E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.5480000000000000E+03	  +7.9110329362027543E-03	  +6.2171397218487622E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.5490000000000000E+03	  +7.9109559237097067E-03	  +6.2172242980688044E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.5500000000000000E+03	  +7.9108789141511798E-03	  +6.2173088710661181E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.5510000000000000E+03	  +7.9108019075667859E-03	  +6.2173934407971920E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.5520000000000000E+03	  +7.9107249039961462E-03	  +6.2174780072185194E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.5530000000000000E+03	  +8.6170790635556003E+00	  +6.2175625702865951E-03	  +5.0412895997751295E-01	  +0.0000000000000000E+00	
  +5.5540000000000000E+03	  +7.4369662678914397E+00	  +6.2176471299579157E-03	  +3.3547105772678770E-01	  +0.0000000000000000E+00	
  +5.5550000000000000E+03	  +8.0685300459932705E+00	  +6.2177316861889761E-03	  +4.0320222756861335E-01	  +0.0000000000000000E+00	
  +5.5560000000000000E+03	  +8.1975033738520953E+00	  +6.2178162389362754E-03	  +4.2105784570289229E-01	  +0.0000000000000000E+00	
  +5.5570000000000000E+03	  +8.3070562630796800E+00	  +6.2179007881563190E-03	  +4.3809749471035336E-01	  +0.0000000000000000E+00	
  +5.5580000000000000E+03	  +8.3488095006820000E+00	  +6.2179853338056035E-03	  +4.4518463460639607E-01	  +0.0000000000000000E+00	
  +5.5590000000000000E+03	  +8.2425476315737303E+00	  +6.2180698758406384E-03	  +4.2785474810714291E-01	  +0.0000000000000000E+00	
  +5.5600000000000000E+03	  +8.2704663930677498E+00	  +6.2181544142179291E-03	  +4.3222132578078248E-01	  +0.0000000000000000E+00	
  +5.5610000000000000E+03	  +7.9299273746644925E+00	  +6.2182389488939825E-03	  +3.8605284419739766E-01	  +0.0000000000000000E+00	
  +5.5620000000000000E+03	  +8.4894590161367240E+00	  +6.2183234798253093E-03	  +4.7241170531744647E-01	  +0.0000000000000000E+00	
  +5.5630000000000000E+03	  +8.5650196138644024E+00	  +6.2184080069684232E-03	  +4.9013233930566713E-01	  +0.0000000000000000E+00	
  +5.5640000000000000E+03	  +7.7997551747406932E+00	  +6.2184925302798373E-03	  +3.7134495444529564E-01	  +0.0000000000000000E+00	
  +5.5650000000000000E+03	  +7.7112923937699902E+00	  +6.2185770497160684E-03	  +3.6198336461817920E-01	  +0.0000000000000000E+00	
  +5.5660000000000000E+03	  +6.0520497933433122E+00	  +6.2186615652336328E-03	  +2.3625629465014356E-01	  +0.0000000000000000E+00	
  +5.5670000000000000E+03	  +8.1183564952292819E+00	  +6.2187460767890532E-03	  +4.0998596500540102E-01	  +0.0000000000000000E+00	
  +5.5680000000000000E+03	  +7.6246581838496379E+00	  +6.2188305843388506E-03	  +3.5326156783611640E-01	  +0.0000000000000000E+00	
  +5.5690000000000000E+03	  +7.9094163427802493E-03	  +4.7517974292992546E+00	  +0.0000000000000000E+00	  +2.3576312115348608E-01	
  +5.5700000000000000E+03	  +7.9093394002297604E-03	  +6.2189995872476752E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.5710000000000000E+03	  +7.9092624614454255E-03	  +6.2190840825197581E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.5720000000000000E+03	  +7.9091855264668259E-03	  +6.2191685736123267E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.5730000000000000E+03	  +7.9091085953335409E-03	  +6.2192530604819165E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.5740000000000000E+03	  +7.9090316680851501E-03	  +6.2193375430850588E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.5750000000000000E+03	  +7.9089547447612294E-03	  +6.2194220213782946E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.5760000000000000E+03	  +7.9088778254013514E-03	  +6.2195064953181594E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.5770000000000000E+03	  +7.9088009100450902E-03	  +4.7518370823296348E+00	  +0.0000000000000000E+00	  +2.3572749282324063E-01	
  +5.5780000000000000E+03	  +8.7336470682494731E+00	  +6.2196754299639508E-03	  +5.4992986504878694E-01	  +0.0000000000000000E+00	
  +5.5790000000000000E+03	  +7.9086470915016895E-03	  +6.2197598905829668E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.5800000000000000E+03	  +8.5430440936904333E+00	  +6.2198443466747943E-03	  +4.8502021097634168E-01	  +0.0000000000000000E+00	
  +5.5810000000000000E+03	  +7.9084932894475622E-03	  +6.2199287981959828E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.5820000000000000E+03	  +7.9084163947028829E-03	  +6.2200132451030862E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.5830000000000000E+03	  +8.7011347628086106E+00	  +6.2200976873526591E-03	  +5.3444677791015327E-01	  +0.0000000000000000E+00	
  +5.5840000000000000E+03	  +7.9082626179760897E-03	  +6.2201821249012598E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.5850000000000000E+03	  +7.9081857360730878E-03	  +6.2202665577054490E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.5860000000000000E+03	  +8.5035868485800545E+00	  +6.2203509857217893E-03	  +4.7595467828802074E-01	  +0.0000000000000000E+00	
  +5.5870000000000000E+03	  +7.9080319853856388E-03	  +6.2204354089068449E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.5880000000000000E+03	  +7.9079551166802882E-03	  +6.2205198272171853E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.5890000000000000E+03	  +7.9078782524532494E-03	  +4.7518964851462941E+00	  +0.0000000000000000E+00	  +2.3567409895088012E-01	
  +5.5900000000000000E+03	  +7.9078013927440672E-03	  +6.2206886490399991E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.5910000000000000E+03	  +7.9077245375922811E-03	  +6.2207730524656219E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.5920000000000000E+03	  +7.9076476870374307E-03	  +6.2208574508428238E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.5930000000000000E+03	  +7.9075708411190521E-03	  +6.2209418441281856E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.5940000000000000E+03	  +7.9074939998766795E-03	  +6.2210262322782914E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.5950000000000000E+03	  +7.9074171633498440E-03	  +6.2211106152497255E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.5960000000000000E+03	  +7.9073403315780780E-03	  +6.2211949929990773E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.5970000000000000E+03	  +7.9072635046009039E-03	  +6.2212793654829370E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.5980000000000000E+03	  +7.9071866824578490E-03	  +6.2213637326578993E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.5990000000000000E+03	  +7.9071098651884355E-03	  +6.2214480944805606E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6000000000000000E+03	  +7.9070330528321804E-03	  +6.2215324509075189E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6010000000000000E+03	  +7.9069562454286008E-03	  +4.7519557921204125E+00	  +0.0000000000000000E+00	  +2.3562076688371800E-01	
  +5.6020000000000000E+03	  +7.9068794430172135E-03	  +6.2217011474007397E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6030000000000000E+03	  +7.6168742332789217E+00	  +6.2217854873802148E-03	  +3.5274995429679828E-01	  +0.0000000000000000E+00	
  +5.6040000000000000E+03	  +7.9067258533290566E-03	  +6.2218698217904132E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6050000000000000E+03	  +7.9066490661313018E-03	  +6.2219541505879475E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6060000000000000E+03	  +7.9065722840837693E-03	  +6.2220384737294333E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6070000000000000E+03	  +7.9064955072259604E-03	  +6.2221227911714912E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6080000000000000E+03	  +7.9064187355973748E-03	  +6.2222071028707419E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6090000000000000E+03	  +8.7419300137946614E+00	  +6.2222914087838119E-03	  +5.5628070938362251E-01	  +0.0000000000000000E+00	
  +5.6100000000000000E+03	  +6.6708247004694758E+00	  +6.2223757088673282E-03	  +2.7576006987534080E-01	  +0.0000000000000000E+00	
  +5.6110000000000000E+03	  +6.5625488547981714E+00	  +6.2224600030779233E-03	  +2.6841395996790646E-01	  +0.0000000000000000E+00	
  +5.6120000000000000E+03	  +7.9061117021651268E-03	  +6.2225442913722284E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6130000000000000E+03	  +8.6487824539633529E+00	  +6.2226285737068832E-03	  +5.1565370242613162E-01	  +0.0000000000000000E+00	
  +5.6140000000000000E+03	  +7.9059582178510994E-03	  +6.2227128500385257E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6150000000000000E+03	  +7.9058814839328001E-03	  +6.2227971203238008E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6160000000000000E+03	  +7.9058047555596138E-03	  +6.2228813845193551E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6170000000000000E+03	  +7.9057280327710124E-03	  +6.2229656425818354E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6180000000000000E+03	  +7.9056513156064694E-03	  +6.2230498944678969E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6190000000000000E+03	  +7.9055746041054500E-03	  +6.2231341401341959E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6200000000000000E+03	  +7.9054978983074207E-03	  +6.2232183795373893E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6210000000000000E+03	  +7.9054211982518430E-03	  +6.2233026126341387E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6220000000000000E+03	  +7.9053445039781751E-03	  +6.2233868393811124E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6230000000000000E+03	  +7.9052678155258748E-03	  +6.2234710597349778E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6240000000000000E+03	  +7.9051911329343950E-03	  +6.2235552736524067E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6250000000000000E+03	  +7.9051144562431851E-03	  +4.7520741016734425E+00	  +0.0000000000000000E+00	  +2.3551430367794704E-01	
  +5.6260000000000000E+03	  +7.9050377854916927E-03	  +6.2237236820046598E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6270000000000000E+03	  +7.9049611207193619E-03	  +6.2238078763528449E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6280000000000000E+03	  +8.6434944249746657E+00	  +6.2238920640913156E-03	  +5.1431183446157036E-01	  +0.0000000000000000E+00	
  +5.6290000000000000E+03	  +7.4222270883335852E+00	  +6.2239762451767591E-03	  +3.3463139571483214E-01	  +0.0000000000000000E+00	
  +5.6300000000000000E+03	  +7.4223012670792485E+00	  +6.2240604195658690E-03	  +3.3464453435048291E-01	  +0.0000000000000000E+00	
  +5.6310000000000000E+03	  +7.2624424029916108E+00	  +6.2241445872153415E-03	  +3.2075471113598464E-01	  +0.0000000000000000E+00	
  +5.6320000000000000E+03	  +7.3522827474502073E+00	  +6.2242287480818743E-03	  +3.2845640375251284E-01	  +0.0000000000000000E+00	
  +5.6330000000000000E+03	  +6.7428907532734357E+00	  +6.2243129021221704E-03	  +2.8088594054888699E-01	  +0.0000000000000000E+00	
  +5.6340000000000000E+03	  +6.2152894435470589E+00	  +6.2243970492929374E-03	  +2.4629958910549563E-01	  +0.0000000000000000E+00	
  +5.6350000000000000E+03	  +8.6555452364488108E+00	  +6.2244811895508824E-03	  +5.1859515135161061E-01	  +0.0000000000000000E+00	
  +5.6360000000000000E+03	  +7.9042714133373618E-03	  +6.2245653228527207E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6370000000000000E+03	  +7.9041948105253775E-03	  +4.7521330958662560E+00	  +0.0000000000000000E+00	  +2.3546118027033439E-01	
  +5.6380000000000000E+03	  +7.9041182141262305E-03	  +6.2247335684149450E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6390000000000000E+03	  +7.9040416241793286E-03	  +6.2248176805887760E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6400000000000000E+03	  +7.9039650407240706E-03	  +6.2249017856333879E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6410000000000000E+03	  +7.9038884637998592E-03	  +6.2249858835055133E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6420000000000000E+03	  +7.9038118934460899E-03	  +6.2250699741618863E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6430000000000000E+03	  +7.9037353297021513E-03	  +6.2251540575592457E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6440000000000000E+03	  +7.9036587726074373E-03	  +6.2252381336543343E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6450000000000000E+03	  +7.9035822222013295E-03	  +6.2253222024038976E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6460000000000000E+03	  +7.9035056785232132E-03	  +6.2254062637646873E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6470000000000000E+03	  +7.9034291416124648E-03	  +6.2254903176934559E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6480000000000000E+03	  +7.9033526115084591E-03	  +6.2255743641469611E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6490000000000000E+03	  +7.9032760882505708E-03	  +6.2256584030819639E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6500000000000000E+03	  +7.9031995718781660E-03	  +4.7521968790296869E+00	  +0.0000000000000000E+00	  +2.3540371722579839E-01	
  +5.6510000000000000E+03	  +8.6106279261233212E+00	  +6.2258264582235314E-03	  +5.0464451837031687E-01	  +0.0000000000000000E+00	
  +5.6520000000000000E+03	  +7.2421840692663029E+00	  +6.2259104743436367E-03	  +3.1918040759587896E-01	  +0.0000000000000000E+00	
  +5.6530000000000000E+03	  +7.7878684992409841E+00	  +6.2259944827723259E-03	  +3.7078566778062566E-01	  +0.0000000000000000E+00	
  +5.6540000000000000E+03	  +7.7913643182003458E+00	  +6.2260784834663793E-03	  +3.7117326784315213E-01	  +0.0000000000000000E+00	
  +5.6550000000000000E+03	  +7.4586418509954768E+00	  +6.2261624763825813E-03	  +3.3810326765376281E-01	  +0.0000000000000000E+00	
  +5.6560000000000000E+03	  +7.3774180741057878E+00	  +6.2262464614777219E-03	  +3.3081241839890446E-01	  +0.0000000000000000E+00	
  +5.6570000000000000E+03	  +7.0972228480635309E+00	  +6.2263304387085933E-03	  +3.0742764343076057E-01	  +0.0000000000000000E+00	
  +5.6580000000000000E+03	  +7.4331711797227307E+00	  +6.2264144080319940E-03	  +3.3580633359914752E-01	  +0.0000000000000000E+00	
  +5.6590000000000000E+03	  +7.0336395437148029E+00	  +6.2264983694047234E-03	  +3.0246323032594263E-01	  +0.0000000000000000E+00	
  +5.6600000000000000E+03	  +8.7359509903231380E+00	  +6.2265823227835877E-03	  +5.5526493802960097E-01	  +0.0000000000000000E+00	
  +5.6610000000000000E+03	  +7.9023583574793152E-03	  +6.2266662681253974E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6620000000000000E+03	  +8.5484902855663076E+00	  +6.2267502053869623E-03	  +4.8803559571722349E-01	  +0.0000000000000000E+00	
  +5.6630000000000000E+03	  +7.9022055035218586E-03	  +6.2268341345251043E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6640000000000000E+03	  +7.9021290876778554E-03	  +6.2269180554966426E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6650000000000000E+03	  +7.9020526793094226E-03	  +6.2270019682584042E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6660000000000000E+03	  +7.9019762784558675E-03	  +6.2270858727672190E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6670000000000000E+03	  +7.9018998851564954E-03	  +6.2271697689799226E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6680000000000000E+03	  +7.9018234994506081E-03	  +6.2272536568533524E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6690000000000000E+03	  +7.9017471213775024E-03	  +6.2273375363443521E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6700000000000000E+03	  +7.9016707509764732E-03	  +6.2274214074097695E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6710000000000000E+03	  +7.9015943882868069E-03	  +6.2275052700064551E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6720000000000000E+03	  +7.9015180333477930E-03	  +6.2275891240912654E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6730000000000000E+03	  +7.9014416861987111E-03	  +6.2276729696210615E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6740000000000000E+03	  +8.7472997645881172E+00	  +6.2277568065527075E-03	  +5.6350737355485192E-01	  +0.0000000000000000E+00	
  +5.6750000000000000E+03	  +7.7175870072116730E+00	  +6.2278406348430732E-03	  +3.6349061170358404E-01	  +0.0000000000000000E+00	
  +5.6760000000000000E+03	  +7.9642933256331228E+00	  +6.2279244544490324E-03	  +3.9123713720367020E-01	  +0.0000000000000000E+00	
  +5.6770000000000000E+03	  +8.0914866478573533E+00	  +6.2280082653274624E-03	  +4.0751628986262906E-01	  +0.0000000000000000E+00	
  +5.6780000000000000E+03	  +8.0930254101413261E+00	  +6.2280920674352477E-03	  +4.0773398729227334E-01	  +0.0000000000000000E+00	
  +5.6790000000000000E+03	  +7.9688540814556124E+00	  +6.2281758607292733E-03	  +3.9182191346912315E-01	  +0.0000000000000000E+00	
  +5.6800000000000000E+03	  +7.9896950135558331E+00	  +6.2282596451664323E-03	  +3.9439888940899320E-01	  +0.0000000000000000E+00	
  +5.6810000000000000E+03	  +7.5956225700355917E+00	  +6.2283434207036220E-03	  +3.5122900653462868E-01	  +0.0000000000000000E+00	
  +5.6820000000000000E+03	  +7.3253224588778743E+00	  +6.2284271872977397E-03	  +3.2642330442972756E-01	  +0.0000000000000000E+00	
  +5.6830000000000000E+03	  +6.0319086106664592E+00	  +6.2285109449056941E-03	  +2.3547477596239907E-01	  +0.0000000000000000E+00	
  +5.6840000000000000E+03	  +8.5140378768351219E+00	  +6.2285946934843945E-03	  +4.8017545284774671E-01	  +0.0000000000000000E+00	
  +5.6850000000000000E+03	  +8.4116526368733879E+00	  +6.2286784329907549E-03	  +4.5858021924077652E-01	  +0.0000000000000000E+00	
  +5.6860000000000000E+03	  +7.9004499000101657E-03	  +4.7523727759608816E+00	  +0.0000000000000000E+00	  +2.3524510248548247E-01	
  +5.6870000000000000E+03	  +7.9003736660424109E-03	  +6.2288458846141391E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6880000000000000E+03	  +7.9002974404533202E-03	  +6.2289295966450157E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6890000000000000E+03	  +7.9002212232821070E-03	  +6.2290132994312596E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6900000000000000E+03	  +7.9001450145679830E-03	  +6.2290969929298069E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6910000000000000E+03	  +7.9000688143501530E-03	  +6.2291806770976019E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6920000000000000E+03	  +7.8999926226678181E-03	  +6.2292643518915931E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6930000000000000E+03	  +7.8999164395601798E-03	  +6.2293480172687316E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6940000000000000E+03	  +7.8998402650664289E-03	  +6.2294316731859771E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6950000000000000E+03	  +7.8997640992257544E-03	  +6.2295153196002904E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6960000000000000E+03	  +7.8996879420773387E-03	  +6.2295989564686381E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6970000000000000E+03	  +7.8996117936603657E-03	  +6.2296825837479938E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6980000000000000E+03	  +8.5457592815393415E+00	  +6.2297662013953347E-03	  +4.8809558483289667E-01	  +0.0000000000000000E+00	
  +5.6990000000000000E+03	  +7.2574409242263345E+00	  +6.2298498093676423E-03	  +3.2073547467860997E-01	  +0.0000000000000000E+00	
  +5.7000000000000000E+03	  +7.6632149201578557E+00	  +6.2299334076219032E-03	  +3.5809394328225824E-01	  +0.0000000000000000E+00	
  +5.7010000000000000E+03	  +7.7843007285379731E+00	  +6.2300169961151102E-03	  +3.7079018662675173E-01	  +0.0000000000000000E+00	
  +5.7020000000000000E+03	  +7.7847668105255083E+00	  +6.2301005748042612E-03	  +3.7084888830109919E-01	  +0.0000000000000000E+00	
  +5.7030000000000000E+03	  +7.5593252333765841E+00	  +6.2301841436463558E-03	  +3.4786696287118307E-01	  +0.0000000000000000E+00	
  +5.7040000000000000E+03	  +7.5892686847764033E+00	  +6.2302677025984033E-03	  +3.5077302062011628E-01	  +0.0000000000000000E+00	
  +5.7050000000000000E+03	  +7.1223017970798583E+00	  +6.2303512516174173E-03	  +3.0968476783641780E-01	  +0.0000000000000000E+00	
  +5.7060000000000000E+03	  +6.7650124110273087E+00	  +6.2304347906604112E-03	  +2.8278824099769434E-01	  +0.0000000000000000E+00	
  +5.7070000000000000E+03	  +8.7322560887278122E+00	  +6.2305183196844100E-03	  +5.5542723902274371E-01	  +0.0000000000000000E+00	
  +5.7080000000000000E+03	  +7.8987747485495825E-03	  +6.2306018386464419E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.7090000000000000E+03	  +7.8986987079642593E-03	  +6.2306853475035378E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.7100000000000000E+03	  +7.8986226766192980E-03	  +4.7524894003668923E+00	  +0.0000000000000000E+00	  +2.3513981732091971E-01	
  +5.7110000000000000E+03	  +7.8985466545538115E-03	  +6.2308523347310843E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.7120000000000000E+03	  +7.6295946021957963E+00	  +6.2309358130156253E-03	  +3.5480538900626291E-01	  +0.0000000000000000E+00	
  +5.7130000000000000E+03	  +7.8983946384177054E-03	  +6.2310192810234146E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.7140000000000000E+03	  +7.8983186444252906E-03	  +6.2311027387115126E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.7150000000000000E+03	  +7.8982426598687653E-03	  +6.2311861860369824E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.7160000000000000E+03	  +7.8981666847872199E-03	  +6.2312696229568938E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.7170000000000000E+03	  +7.8980907192197393E-03	  +6.2313530494283228E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.7180000000000000E+03	  +7.8980147632054069E-03	  +6.2314364654083489E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.7190000000000000E+03	  +7.8979388167832974E-03	  +6.2315198708540586E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.7200000000000000E+03	  +7.8978628799924837E-03	  +6.2316032657225425E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
