 TIME                    	T_Ground_in              	T_Ground_out             	Lps                      	label                    	
 HOURS              	°C                  	°C                  	lps                 	lps                 	
  +0.0000000000000000E+00	  +1.1165685617391055E+01	  +6.0199999999999996E+00	  -3.7632979185024835E+00	  +0.0000000000000000E+00	
  +1.0000000000000000E+00	  +1.1165279729377147E+01	  +6.0199999999999996E+00	  -3.7635942123212613E+00	  +0.0000000000000000E+00	
  +2.0000000000000000E+00	  +1.1164873550549583E+01	  +6.0199999999999996E+00	  -3.7886015463327420E+00	  +0.0000000000000000E+00	
  +3.0000000000000000E+00	  +1.1164467081117330E+01	  +6.0199999999999996E+00	  -3.8260848815341681E+00	  +0.0000000000000000E+00	
  +4.0000000000000000E+00	  +1.1164060321289497E+01	  +6.0199999999999996E+00	  -3.8513324956650328E+00	  +0.0000000000000000E+00	
  +5.0000000000000000E+00	  +1.1163653271275347E+01	  +6.0199999999999996E+00	  -3.8641104991057400E+00	  +0.0000000000000000E+00	
  +6.0000000000000000E+00	  +1.1163245931284292E+01	  +6.0199999999999996E+00	  -3.6761388592075948E+00	  +0.0000000000000000E+00	
  +7.0000000000000000E+00	  +1.1162838301525889E+01	  +6.0199999999999996E+00	  -3.2621873278162195E+00	  +0.0000000000000000E+00	
  +8.0000000000000000E+00	  +1.1162430382209850E+01	  +6.0199999999999996E+00	  -1.5182386693915826E+00	  +0.0000000000000000E+00	
  +9.0000000000000000E+00	  +1.1162022173546031E+01	  +1.1182022173546031E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0000000000000000E+01	  +1.1161613675744439E+01	  +1.1181613675744439E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1000000000000000E+01	  +1.1161204889015233E+01	  +1.1181204889015232E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2000000000000000E+01	  +1.1160795813568713E+01	  +1.1180795813568713E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.3000000000000000E+01	  +1.1160386449615332E+01	  +1.1180386449615332E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4000000000000000E+01	  +1.1159976797365696E+01	  +1.1179976797365695E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.5000000000000000E+01	  +1.1159566857030550E+01	  +1.1179566857030549E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.6000000000000000E+01	  +1.1159156628820792E+01	  +1.1179156628820792E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7000000000000000E+01	  +1.1158746112947471E+01	  +1.1178746112947470E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8000000000000000E+01	  +1.1158335309621778E+01	  +1.1178335309621778E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.9000000000000000E+01	  +1.1157924219055056E+01	  +1.1177924219055056E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.0000000000000000E+01	  +1.1157512841458795E+01	  +1.1177512841458794E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.1000000000000000E+01	  +1.1157101177044630E+01	  +1.1177101177044630E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.2000000000000000E+01	  +1.1156689226024348E+01	  +1.1176689226024347E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.3000000000000000E+01	  +1.1156276988609880E+01	  +1.1176276988609880E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.4000000000000000E+01	  +1.1155864465013307E+01	  +1.1175864465013307E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.5000000000000000E+01	  +1.1155451655446853E+01	  +1.1175451655446853E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.6000000000000000E+01	  +1.1155038560122897E+01	  +1.1175038560122896E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.7000000000000000E+01	  +1.1154625179253953E+01	  +1.1174625179253953E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.8000000000000000E+01	  +1.1154211513052694E+01	  +1.1174211513052693E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.9000000000000000E+01	  +1.1153797561731933E+01	  +1.1173797561731933E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.0000000000000000E+01	  +1.1153383325504631E+01	  +1.1173383325504631E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.1000000000000000E+01	  +1.1152968804583896E+01	  +6.0199999999999996E+00	  -1.0874763887100118E+00	  +0.0000000000000000E+00	
  +3.2000000000000000E+01	  +1.1152553999182983E+01	  +6.0199999999999996E+00	  -1.0875641060348029E+00	  +0.0000000000000000E+00	
  +3.3000000000000000E+01	  +1.1152138909515292E+01	  +1.1172138909515292E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.4000000000000000E+01	  +1.1151723535794369E+01	  +1.1171723535794369E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.5000000000000000E+01	  +1.1151307878233910E+01	  +1.1171307878233909E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.6000000000000000E+01	  +1.1150891937047751E+01	  +1.1170891937047751E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.7000000000000000E+01	  +1.1150475712449879E+01	  +1.1170475712449878E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.8000000000000000E+01	  +1.1150059204654422E+01	  +1.1170059204654422E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.9000000000000000E+01	  +1.1149642413875661E+01	  +1.1169642413875660E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.0000000000000000E+01	  +1.1149225340328012E+01	  +1.1169225340328012E+01	  +4.1666666666667549E+00	  +0.0000000000000000E+00	
  +4.1000000000000000E+01	  +1.1148807984226050E+01	  +1.1168807984226049E+01	  +7.1428571428572942E+00	  +0.0000000000000000E+00	
  +4.2000000000000000E+01	  +1.1148390345784481E+01	  +1.1168390345784481E+01	  +6.0714285714287000E+00	  +0.0000000000000000E+00	
  +4.3000000000000000E+01	  +1.1147972425218168E+01	  +1.1167972425218167E+01	  +9.0476190476192393E+00	  +0.0000000000000000E+00	
  +4.4000000000000000E+01	  +1.1147554222742110E+01	  +1.1167554222742110E+01	  +1.2619047619047887E+01	  +0.0000000000000000E+00	
  +4.5000000000000000E+01	  +1.1147135738571460E+01	  +1.1167135738571460E+01	  +1.4285714285714590E+01	  +0.0000000000000000E+00	
  +4.6000000000000000E+01	  +1.1146716972921508E+01	  +6.0199999999999996E+00	  -8.4661264125209101E-01	  +0.0000000000000000E+00	
  +4.7000000000000000E+01	  +1.1146297926007694E+01	  +6.0199999999999996E+00	  -3.6898912846187102E+00	  +0.0000000000000000E+00	
  +4.8000000000000000E+01	  +1.1145878598045599E+01	  +6.0199999999999996E+00	  -6.7835389398079506E+00	  +0.0000000000000000E+00	
  +4.9000000000000000E+01	  +1.1145458989250951E+01	  +6.0199999999999996E+00	  -6.7973278926389940E+00	  +0.0000000000000000E+00	
  +5.0000000000000000E+01	  +1.1145039099839623E+01	  +6.0199999999999996E+00	  -6.7978857441132483E+00	  +0.0000000000000000E+00	
  +5.1000000000000000E+01	  +1.1144618930027629E+01	  +6.0199999999999996E+00	  -6.7984440595333115E+00	  +0.0000000000000000E+00	
  +5.2000000000000000E+01	  +1.1144198480031131E+01	  +6.0199999999999996E+00	  -6.7990028388174402E+00	  +0.0000000000000000E+00	
  +5.3000000000000000E+01	  +1.1143777750066434E+01	  +6.0199999999999996E+00	  -6.7863250199178164E+00	  +0.0000000000000000E+00	
  +5.4000000000000000E+01	  +1.1143356740349985E+01	  +6.0199999999999996E+00	  -6.6261154743249451E+00	  +0.0000000000000000E+00	
  +5.5000000000000000E+01	  +1.1142935451098376E+01	  +6.0199999999999996E+00	  -6.3157892327862744E+00	  +0.0000000000000000E+00	
  +5.6000000000000000E+01	  +1.1142513882528347E+01	  +6.0199999999999996E+00	  -3.4214645469334095E+00	  +0.0000000000000000E+00	
  +5.7000000000000000E+01	  +1.1142092034856775E+01	  +6.0199999999999996E+00	  -8.5062313006590895E-01	  +0.0000000000000000E+00	
  +5.8000000000000000E+01	  +1.1141669908300683E+01	  +1.1161669908300683E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.9000000000000000E+01	  +1.1141247503077242E+01	  +1.1161247503077242E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +6.0000000000000000E+01	  +1.1140824819403758E+01	  +1.1160824819403757E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +6.1000000000000000E+01	  +1.1140401857497688E+01	  +1.1160401857497687E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +6.2000000000000000E+01	  +1.1139978617576627E+01	  +1.1159978617576627E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +6.3000000000000000E+01	  +1.1139555099858315E+01	  +1.1159555099858315E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +6.4000000000000000E+01	  +1.1139131304560635E+01	  +1.1159131304560635E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +6.5000000000000000E+01	  +1.1138707231901614E+01	  +1.1158707231901614E+01	  +2.0238095238095668E+00	  +0.0000000000000000E+00	
  +6.6000000000000000E+01	  +1.1138282882099420E+01	  +1.1158282882099419E+01	  +2.0238095238095668E+00	  +0.0000000000000000E+00	
  +6.7000000000000000E+01	  +1.1137858255372361E+01	  +1.1157858255372361E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +6.8000000000000000E+01	  +1.1137433351938894E+01	  +1.1157433351938893E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +6.9000000000000000E+01	  +1.1137008172017612E+01	  +1.1157008172017612E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +7.0000000000000000E+01	  +1.1136582715827254E+01	  +1.1156582715827254E+01	  +1.9047619047619453E+00	  +0.0000000000000000E+00	
  +7.1000000000000000E+01	  +1.1136156983586702E+01	  +1.1156156983586701E+01	  +1.9047619047619453E+00	  +0.0000000000000000E+00	
  +7.2000000000000000E+01	  +1.1135730975514974E+01	  +1.1155730975514974E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +7.3000000000000000E+01	  +1.1135304691831237E+01	  +1.1155304691831237E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +7.4000000000000000E+01	  +1.1134878132754796E+01	  +1.1154878132754796E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +7.5000000000000000E+01	  +1.1134451298505098E+01	  +1.1154451298505098E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +7.6000000000000000E+01	  +1.1134024189301734E+01	  +1.1154024189301733E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +7.7000000000000000E+01	  +1.1133596805364432E+01	  +1.1153596805364431E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +7.8000000000000000E+01	  +1.1133169146913065E+01	  +6.0199999999999996E+00	  -5.7279463655655183E-01	  +0.0000000000000000E+00	
  +7.9000000000000000E+01	  +1.1132741214167647E+01	  +6.0199999999999996E+00	  -3.2100094327563022E+00	  +0.0000000000000000E+00	
  +8.0000000000000000E+01	  +1.1132313007348328E+01	  +6.0199999999999996E+00	  -2.6373874048976349E+00	  +0.0000000000000000E+00	
  +8.1000000000000000E+01	  +1.1131884526675409E+01	  +1.1151884526675408E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.2000000000000000E+01	  +1.1131455772369321E+01	  +1.1151455772369321E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.3000000000000000E+01	  +1.1131026744650645E+01	  +1.1151026744650645E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.4000000000000000E+01	  +1.1130597443740097E+01	  +1.1150597443740097E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.5000000000000000E+01	  +1.1130167869858532E+01	  +1.1150167869858532E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.6000000000000000E+01	  +1.1129738023226952E+01	  +1.1149738023226952E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.7000000000000000E+01	  +1.1129307904066495E+01	  +1.1149307904066495E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8000000000000000E+01	  +1.1128877512598441E+01	  +1.1148877512598441E+01	  +3.2142857142857828E+00	  +0.0000000000000000E+00	
  +8.9000000000000000E+01	  +1.1128446849044208E+01	  +1.1148446849044207E+01	  +6.6666666666668091E+00	  +0.0000000000000000E+00	
  +9.0000000000000000E+01	  +1.1128015913625353E+01	  +1.1148015913625352E+01	  +5.0000000000001057E+00	  +0.0000000000000000E+00	
  +9.1000000000000000E+01	  +1.1127584706563578E+01	  +1.1147584706563578E+01	  +3.3333333333334045E+00	  +0.0000000000000000E+00	
  +9.2000000000000000E+01	  +1.1127153228080720E+01	  +1.1147153228080720E+01	  +4.6428571428572418E+00	  +0.0000000000000000E+00	
  +9.3000000000000000E+01	  +1.1126721478398757E+01	  +1.1146721478398756E+01	  +5.5952380952382139E+00	  +0.0000000000000000E+00	
  +9.4000000000000000E+01	  +1.1126289457739809E+01	  +1.1146289457739808E+01	  +2.7380952380952963E+00	  +0.0000000000000000E+00	
  +9.5000000000000000E+01	  +1.1125857166326131E+01	  +1.1145857166326131E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +9.6000000000000000E+01	  +1.1125424604380122E+01	  +1.1145424604380121E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +9.7000000000000000E+01	  +1.1124991772124314E+01	  +1.1144991772124314E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +9.8000000000000000E+01	  +1.1124558669781386E+01	  +1.1144558669781386E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +9.9000000000000000E+01	  +1.1124125297574148E+01	  +6.0199999999999996E+00	  -8.8969271092326618E-01	  +0.0000000000000000E+00	
  +1.0000000000000000E+02	  +1.1123691655725555E+01	  +6.0199999999999996E+00	  -3.9350473987004508E+00	  +0.0000000000000000E+00	
  +1.0100000000000000E+02	  +1.1123257744458696E+01	  +6.0199999999999996E+00	  -7.2040801486683250E+00	  +0.0000000000000000E+00	
  +1.0200000000000000E+02	  +1.1122823563996803E+01	  +6.0199999999999996E+00	  -7.0556787810176180E+00	  +0.0000000000000000E+00	
  +1.0300000000000000E+02	  +1.1122389114563244E+01	  +6.0199999999999996E+00	  -6.6513786449772647E+00	  +0.0000000000000000E+00	
  +1.0400000000000000E+02	  +1.1121954396381525E+01	  +6.0199999999999996E+00	  -2.6955956247410673E+00	  +0.0000000000000000E+00	
  +1.0500000000000000E+02	  +1.1121519409675290E+01	  +1.1141519409675290E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0600000000000000E+02	  +1.1121084154668326E+01	  +1.1141084154668325E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0700000000000000E+02	  +1.1120648631584551E+01	  +1.1140648631584551E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0800000000000000E+02	  +1.1120212840648023E+01	  +1.1140212840648022E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0900000000000000E+02	  +1.1119776782082942E+01	  +1.1139776782082942E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1000000000000000E+02	  +1.1119340456113640E+01	  +1.1139340456113640E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1100000000000000E+02	  +1.1118903862964592E+01	  +1.1138903862964591E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1200000000000000E+02	  +1.1118467002860406E+01	  +1.1138467002860406E+01	  +3.0952380952381611E+00	  +0.0000000000000000E+00	
  +1.1300000000000000E+02	  +1.1118029876025828E+01	  +1.1138029876025827E+01	  +6.6666666666668091E+00	  +0.0000000000000000E+00	
  +1.1400000000000000E+02	  +1.1117592482685742E+01	  +1.1137592482685742E+01	  +5.3571428571429704E+00	  +0.0000000000000000E+00	
  +1.1500000000000000E+02	  +1.1117154823065171E+01	  +1.1137154823065170E+01	  +4.0476190476191336E+00	  +0.0000000000000000E+00	
  +1.1600000000000000E+02	  +1.1116716897389272E+01	  +1.1136716897389272E+01	  +5.2380952380953500E+00	  +0.0000000000000000E+00	
  +1.1700000000000000E+02	  +1.1116278705883342E+01	  +1.1136278705883342E+01	  +5.3571428571429713E+00	  +0.0000000000000000E+00	
  +1.1800000000000000E+02	  +1.1115840248772811E+01	  +1.1135840248772810E+01	  +2.3809523809524316E+00	  +0.0000000000000000E+00	
  +1.1900000000000000E+02	  +1.1115401526283248E+01	  +1.1135401526283248E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2000000000000000E+02	  +1.1114962538640357E+01	  +1.1134962538640357E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2100000000000000E+02	  +1.1114523286069982E+01	  +1.1134523286069982E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2200000000000000E+02	  +1.1114083768798100E+01	  +6.0199999999999996E+00	  -2.0707041846878620E+00	  +0.0000000000000000E+00	
  +1.2300000000000000E+02	  +1.1113643987050821E+01	  +6.0199999999999996E+00	  -6.1626131566183719E+00	  +0.0000000000000000E+00	
  +1.2400000000000000E+02	  +1.1113203941054401E+01	  +6.0199999999999996E+00	  -7.2858562311822181E+00	  +0.0000000000000000E+00	
  +1.2500000000000000E+02	  +1.1112763631035223E+01	  +6.0199999999999996E+00	  -7.3810273234648998E+00	  +0.0000000000000000E+00	
  +1.2600000000000000E+02	  +1.1112323057219808E+01	  +6.0199999999999996E+00	  -7.2891360162890360E+00	  +0.0000000000000000E+00	
  +1.2700000000000000E+02	  +1.1111882219834815E+01	  +6.0199999999999996E+00	  -6.9671981420803037E+00	  +0.0000000000000000E+00	
  +1.2800000000000000E+02	  +1.1111441119107036E+01	  +6.0199999999999996E+00	  -2.8663702483698583E+00	  +0.0000000000000000E+00	
  +1.2900000000000000E+02	  +1.1110999755263400E+01	  +1.1130999755263399E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.3000000000000000E+02	  +1.1110558128530972E+01	  +1.1130558128530971E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.3100000000000000E+02	  +1.1110116239136948E+01	  +1.1130116239136948E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.3200000000000000E+02	  +1.1109674087308667E+01	  +1.1129674087308667E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.3300000000000000E+02	  +1.1109231673273595E+01	  +1.1129231673273594E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.3400000000000000E+02	  +1.1108788997259335E+01	  +1.1128788997259335E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.3500000000000000E+02	  +1.1108346059493629E+01	  +1.1128346059493628E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.3600000000000000E+02	  +1.1107902860204350E+01	  +1.1127902860204349E+01	  +5.3571428571429713E+00	  +0.0000000000000000E+00	
  +1.3700000000000000E+02	  +1.1107459399619506E+01	  +1.1127459399619505E+01	  +1.0238095238095456E+01	  +0.0000000000000000E+00	
  +1.3800000000000000E+02	  +1.1107015677967238E+01	  +1.1127015677967238E+01	  +8.8095238095239967E+00	  +0.0000000000000000E+00	
  +1.3900000000000000E+02	  +1.1106571695475827E+01	  +1.1126571695475826E+01	  +7.9761904761906459E+00	  +0.0000000000000000E+00	
  +1.4000000000000000E+02	  +1.1106127452373679E+01	  +1.1126127452373678E+01	  +8.2142857142858876E+00	  +0.0000000000000000E+00	
  +1.4100000000000000E+02	  +1.1105682948889342E+01	  +1.1125682948889342E+01	  +7.3809523809525377E+00	  +0.0000000000000000E+00	
  +1.4200000000000000E+02	  +1.1105238185251496E+01	  +6.0199999999999996E+00	  -1.7831775385915196E+00	  +0.0000000000000000E+00	
  +1.4300000000000000E+02	  +1.1104793161688951E+01	  +6.0199999999999996E+00	  -3.8241657148794834E+00	  +0.0000000000000000E+00	
  +1.4400000000000000E+02	  +1.1104347878430657E+01	  +6.0199999999999996E+00	  -6.0773994913294977E+00	  +0.0000000000000000E+00	
  +1.4500000000000000E+02	  +1.1103902335705691E+01	  +6.0199999999999996E+00	  -7.1235979252789106E+00	  +0.0000000000000000E+00	
  +1.4600000000000000E+02	  +1.1103456533743270E+01	  +6.0199999999999996E+00	  -7.1242239689880877E+00	  +0.0000000000000000E+00	
  +1.4700000000000000E+02	  +1.1103010472772738E+01	  +6.0199999999999996E+00	  -7.1112306483598777E+00	  +0.0000000000000000E+00	
  +1.4800000000000000E+02	  +1.1102564153023579E+01	  +6.0199999999999996E+00	  -7.0982365699256729E+00	  +0.0000000000000000E+00	
  +1.4900000000000000E+02	  +1.1102117574725403E+01	  +6.0199999999999996E+00	  -7.0852417296810035E+00	  +0.0000000000000000E+00	
  +1.5000000000000000E+02	  +1.1101670738107957E+01	  +6.0199999999999996E+00	  -6.7829759397471134E+00	  +0.0000000000000000E+00	
  +1.5100000000000000E+02	  +1.1101223643401124E+01	  +6.0199999999999996E+00	  -6.2331300324955503E+00	  +0.0000000000000000E+00	
  +1.5200000000000000E+02	  +1.1100776290834913E+01	  +6.0199999999999996E+00	  -2.4841846997276895E+00	  +0.0000000000000000E+00	
  +1.5300000000000000E+02	  +1.1100328680639469E+01	  +1.1120328680639469E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.5400000000000000E+02	  +1.1099880813045072E+01	  +1.1119880813045071E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.5500000000000000E+02	  +1.1099432688282128E+01	  +1.1119432688282128E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.5600000000000000E+02	  +1.1098984306581182E+01	  +1.1118984306581181E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.5700000000000000E+02	  +1.1098535668172907E+01	  +1.1118535668172907E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.5800000000000000E+02	  +1.1098086773288109E+01	  +1.1118086773288109E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.5900000000000000E+02	  +1.1097637622157729E+01	  +1.1117637622157728E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.6000000000000000E+02	  +1.1097188215012833E+01	  +1.1117188215012833E+01	  +3.5714285714286471E+00	  +0.0000000000000000E+00	
  +1.6100000000000000E+02	  +1.1096738552084627E+01	  +1.1116738552084627E+01	  +7.0238095238096729E+00	  +0.0000000000000000E+00	
  +1.6200000000000000E+02	  +1.1096288633604443E+01	  +1.1116288633604443E+01	  +3.4523809523810254E+00	  +0.0000000000000000E+00	
  +1.6300000000000000E+02	  +1.1095838459803744E+01	  +1.1115838459803744E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.6400000000000000E+02	  +1.1095388030914128E+01	  +1.1115388030914128E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.6500000000000000E+02	  +1.1094937347167322E+01	  +1.1114937347167322E+01	  +2.6190476190476750E+00	  +0.0000000000000000E+00	
  +1.6600000000000000E+02	  +1.1094486408795186E+01	  +1.1114486408795186E+01	  +2.6190476190476750E+00	  +0.0000000000000000E+00	
  +1.6700000000000000E+02	  +1.1094035216029710E+01	  +1.1114035216029709E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.6800000000000000E+02	  +1.1093583769103011E+01	  +1.1113583769103011E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.6900000000000000E+02	  +1.1093132068247343E+01	  +6.0199999999999996E+00	  -1.3616464177007053E+00	  +0.0000000000000000E+00	
  +1.7000000000000000E+02	  +1.1092680113695087E+01	  +6.0199999999999996E+00	  -4.5764663062385482E+00	  +0.0000000000000000E+00	
  +1.7100000000000000E+02	  +1.1092227905678756E+01	  +6.0199999999999996E+00	  -7.6149669281437999E+00	  +0.0000000000000000E+00	
  +1.7200000000000000E+02	  +1.1091775444430994E+01	  +6.0199999999999996E+00	  -7.7516323637538429E+00	  +0.0000000000000000E+00	
  +1.7300000000000000E+02	  +1.1091322730184570E+01	  +6.0199999999999996E+00	  -7.8747287469385769E+00	  +0.0000000000000000E+00	
  +1.7400000000000000E+02	  +1.1090869763172391E+01	  +6.0199999999999996E+00	  -7.8015171325633785E+00	  +0.0000000000000000E+00	
  +1.7500000000000000E+02	  +1.1090416543627489E+01	  +6.0199999999999996E+00	  -7.4845854036336705E+00	  +0.0000000000000000E+00	
  +1.7600000000000000E+02	  +1.1089963071783028E+01	  +6.0199999999999996E+00	  -3.0987758068763793E+00	  +0.0000000000000000E+00	
  +1.7700000000000000E+02	  +1.1089509347872299E+01	  +1.1109509347872299E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7800000000000000E+02	  +1.1089055372128728E+01	  +1.1109055372128728E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7900000000000000E+02	  +1.1088601144785864E+01	  +1.1108601144785863E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8000000000000000E+02	  +1.1088146666077391E+01	  +1.1108146666077390E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8100000000000000E+02	  +1.1087691936237118E+01	  +1.1107691936237117E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8200000000000000E+02	  +1.1087236955498986E+01	  +1.1107236955498985E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8300000000000000E+02	  +1.1086781724097063E+01	  +1.1106781724097063E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8400000000000000E+02	  +1.1086326242265550E+01	  +1.1106326242265549E+01	  +4.8809523809524844E+00	  +0.0000000000000000E+00	
  +1.8500000000000000E+02	  +1.1085870510238774E+01	  +1.1105870510238773E+01	  +1.0000000000000211E+01	  +0.0000000000000000E+00	
  +1.8600000000000000E+02	  +1.1085414528251187E+01	  +1.1105414528251186E+01	  +5.1190476190477279E+00	  +0.0000000000000000E+00	
  +1.8700000000000000E+02	  +1.1084958296537378E+01	  +1.1104958296537378E+01	  +2.1428571428571881E+00	  +0.0000000000000000E+00	
  +1.8800000000000000E+02	  +1.1084501815332056E+01	  +1.1104501815332055E+01	  +6.3095238095239434E+00	  +0.0000000000000000E+00	
  +1.8900000000000000E+02	  +1.1084045084870064E+01	  +1.1104045084870064E+01	  +7.9761904761906450E+00	  +0.0000000000000000E+00	
  +1.9000000000000000E+02	  +1.1083588105386372E+01	  +1.1103588105386372E+01	  +3.8095238095238906E+00	  +0.0000000000000000E+00	
  +1.9100000000000000E+02	  +1.1083130877116076E+01	  +1.1103130877116076E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.9200000000000000E+02	  +1.1082673400294404E+01	  +1.1102673400294403E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.9300000000000000E+02	  +1.1082215675156707E+01	  +6.0199999999999996E+00	  -1.0324688651459928E+00	  +0.0000000000000000E+00	
  +1.9400000000000000E+02	  +1.1081757701938466E+01	  +6.0199999999999996E+00	  -4.5560423456962713E+00	  +0.0000000000000000E+00	
  +1.9500000000000000E+02	  +1.1081299480875291E+01	  +6.0199999999999996E+00	  -8.2591965685980977E+00	  +0.0000000000000000E+00	
