 TIME                    	T_Ground_in              	T_Ground_out             	Lps                      	label                    	
 HOURS              	°C                  	°C                  	lps                 	lps                 	
  +1.1100000000000000E+03	  +1.0591393426982343E+01	  +6.0199999999999996E+00	  -7.5913675934623868E+00	  +0.0000000000000000E+00	
  +1.1110000000000000E+03	  +1.0590819655657823E+01	  +6.0199999999999996E+00	  -7.1415750039839621E+00	  +0.0000000000000000E+00	
  +1.1120000000000000E+03	  +1.0590245889056222E+01	  +6.0199999999999996E+00	  -2.8562097262945163E+00	  +0.0000000000000000E+00	
  +1.1130000000000000E+03	  +1.0589672127472715E+01	  +1.0609672127472715E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1140000000000000E+03	  +1.0589098371202484E+01	  +1.0609098371202483E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1150000000000000E+03	  +1.0588524620540701E+01	  +1.0608524620540701E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1160000000000000E+03	  +1.0587950875782541E+01	  +1.0607950875782540E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1170000000000000E+03	  +1.0587377137223168E+01	  +1.0607377137223168E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1180000000000000E+03	  +1.0586803405157749E+01	  +1.0606803405157748E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1190000000000000E+03	  +1.0586229679881448E+01	  +1.0606229679881448E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1200000000000000E+03	  +1.0585655961689422E+01	  +1.0605655961689422E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1210000000000000E+03	  +1.0585082250876825E+01	  +1.0605082250876825E+01	  +1.6666666666667023E+00	  +0.0000000000000000E+00	
  +1.1220000000000000E+03	  +1.0584508547738810E+01	  +1.0604508547738810E+01	  +1.6666666666667023E+00	  +0.0000000000000000E+00	
  +1.1230000000000000E+03	  +1.0583934852570524E+01	  +1.0603934852570523E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1240000000000000E+03	  +1.0583361165667107E+01	  +1.0603361165667106E+01	  +1.3095238095238375E+00	  +0.0000000000000000E+00	
  +1.1250000000000000E+03	  +1.0582787487323703E+01	  +1.0602787487323702E+01	  +2.6190476190476750E+00	  +0.0000000000000000E+00	
  +1.1260000000000000E+03	  +1.0582213817835441E+01	  +1.0602213817835441E+01	  +1.3095238095238375E+00	  +0.0000000000000000E+00	
  +1.1270000000000000E+03	  +1.0581640157497453E+01	  +1.0601640157497453E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1280000000000000E+03	  +1.0581066506604866E+01	  +1.0601066506604866E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1290000000000000E+03	  +1.0580492865452799E+01	  +1.0600492865452798E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1300000000000000E+03	  +1.0579919234336367E+01	  +1.0599919234336367E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1310000000000000E+03	  +1.0579345613550680E+01	  +1.0599345613550680E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1320000000000000E+03	  +1.0578772003390842E+01	  +6.0199999999999996E+00	  -1.5391757023383430E+00	  +0.0000000000000000E+00	
  +1.1330000000000000E+03	  +1.0578198404151955E+01	  +6.0199999999999996E+00	  -4.4453285651266921E+00	  +0.0000000000000000E+00	
  +1.1340000000000000E+03	  +1.0577624816129109E+01	  +6.0199999999999996E+00	  -6.8280280534040418E+00	  +0.0000000000000000E+00	
  +1.1350000000000000E+03	  +1.0577051239617395E+01	  +6.0199999999999996E+00	  -5.2881365259685014E+00	  +0.0000000000000000E+00	
  +1.1360000000000000E+03	  +1.0576477674911894E+01	  +6.0199999999999996E+00	  -2.4985392728858451E+00	  +0.0000000000000000E+00	
  +1.1370000000000000E+03	  +1.0575904122307682E+01	  +1.0595904122307681E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1380000000000000E+03	  +1.0575330582099829E+01	  +1.0595330582099828E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1390000000000000E+03	  +1.0574757054583397E+01	  +1.0594757054583397E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1400000000000000E+03	  +1.0574183540053443E+01	  +1.0594183540053443E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1410000000000000E+03	  +1.0573610038805018E+01	  +1.0593610038805018E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1420000000000000E+03	  +1.0573036551133168E+01	  +1.0593036551133167E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1430000000000000E+03	  +1.0572463077332923E+01	  +1.0592463077332923E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1440000000000000E+03	  +1.0571889617699318E+01	  +1.0591889617699318E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1450000000000000E+03	  +1.0571316172527371E+01	  +1.0591316172527371E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1460000000000000E+03	  +1.0570742742112099E+01	  +1.0590742742112099E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1470000000000000E+03	  +1.0570169326748507E+01	  +1.0590169326748507E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1480000000000000E+03	  +1.0569595926731596E+01	  +1.0589595926731596E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1490000000000000E+03	  +1.0569022542356356E+01	  +1.0589022542356355E+01	  +1.3095238095238375E+00	  +0.0000000000000000E+00	
  +1.1500000000000000E+03	  +1.0568449173917768E+01	  +1.0588449173917768E+01	  +3.6904761904762688E+00	  +0.0000000000000000E+00	
  +1.1510000000000000E+03	  +1.0567875821710810E+01	  +1.0587875821710810E+01	  +2.3809523809524316E+00	  +0.0000000000000000E+00	
  +1.1520000000000000E+03	  +1.0567302486030451E+01	  +1.0587302486030451E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1530000000000000E+03	  +1.0566729167171644E+01	  +1.0586729167171644E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1540000000000000E+03	  +1.0566155865429341E+01	  +1.0586155865429340E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1550000000000000E+03	  +1.0565582581098480E+01	  +1.0585582581098480E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1560000000000000E+03	  +1.0565009314473997E+01	  +1.0585009314473997E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1570000000000000E+03	  +1.0564436065850812E+01	  +6.0199999999999996E+00	  -7.6978847221943281E-01	  +0.0000000000000000E+00	
  +1.1580000000000000E+03	  +1.0563862835523837E+01	  +6.0199999999999996E+00	  -4.1074495610297115E+00	  +0.0000000000000000E+00	
  +1.1590000000000000E+03	  +1.0563289623787981E+01	  +6.0199999999999996E+00	  -7.5718319584283584E+00	  +0.0000000000000000E+00	
  +1.1600000000000000E+03	  +1.0562716430938133E+01	  +6.0199999999999996E+00	  -3.0473695724885475E+00	  +0.0000000000000000E+00	
  +1.1610000000000000E+03	  +1.0562143257269179E+01	  +1.0582143257269179E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1620000000000000E+03	  +1.0561570103075995E+01	  +1.0581570103075995E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1630000000000000E+03	  +1.0560996968653445E+01	  +1.0580996968653444E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1640000000000000E+03	  +1.0560423854296385E+01	  +1.0580423854296384E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1650000000000000E+03	  +1.0559850760299657E+01	  +1.0579850760299657E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1660000000000000E+03	  +1.0559277686958096E+01	  +1.0579277686958095E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1670000000000000E+03	  +1.0558704634566524E+01	  +1.0578704634566524E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1680000000000000E+03	  +1.0558131603419756E+01	  +1.0578131603419756E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1690000000000000E+03	  +1.0557558593812590E+01	  +1.0577558593812590E+01	  +2.0238095238095668E+00	  +0.0000000000000000E+00	
  +1.1700000000000000E+03	  +1.0556985606039820E+01	  +1.0576985606039820E+01	  +2.0238095238095668E+00	  +0.0000000000000000E+00	
  +1.1710000000000000E+03	  +1.0556412640396221E+01	  +1.0576412640396221E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1720000000000000E+03	  +1.0555839697176564E+01	  +1.0575839697176564E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1730000000000000E+03	  +1.0555266776675605E+01	  +1.0575266776675605E+01	  +2.3809523809524316E+00	  +0.0000000000000000E+00	
  +1.1740000000000000E+03	  +1.0554693879188088E+01	  +1.0574693879188088E+01	  +2.3809523809524316E+00	  +0.0000000000000000E+00	
  +1.1750000000000000E+03	  +1.0554121005008744E+01	  +1.0574121005008744E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1760000000000000E+03	  +1.0553548154432296E+01	  +1.0573548154432295E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1770000000000000E+03	  +1.0552975327753451E+01	  +1.0572975327753451E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1780000000000000E+03	  +1.0552402525266906E+01	  +1.0572402525266906E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1790000000000000E+03	  +1.0551829747267345E+01	  +1.0571829747267344E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1800000000000000E+03	  +1.0551256994049439E+01	  +1.0571256994049438E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1810000000000000E+03	  +1.0550684265907845E+01	  +6.0199999999999996E+00	  -1.5992974487189643E-01	  +0.0000000000000000E+00	
  +1.1820000000000000E+03	  +1.0550111563137213E+01	  +6.0199999999999996E+00	  -3.4119153186121896E+00	  +0.0000000000000000E+00	
  +1.1830000000000000E+03	  +1.0549538886032169E+01	  +6.0199999999999996E+00	  -7.4721485886530576E+00	  +0.0000000000000000E+00	
  +1.1840000000000000E+03	  +1.0548966234887338E+01	  +6.0199999999999996E+00	  -3.0385039132173648E+00	  +0.0000000000000000E+00	
  +1.1850000000000000E+03	  +1.0548393609997323E+01	  +1.0568393609997322E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1860000000000000E+03	  +1.0547821011656717E+01	  +1.0567821011656717E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1870000000000000E+03	  +1.0547248440160100E+01	  +1.0567248440160100E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1880000000000000E+03	  +1.0546675895802034E+01	  +1.0566675895802033E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1890000000000000E+03	  +1.0546103378877074E+01	  +1.0566103378877074E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1900000000000000E+03	  +1.0545530889679753E+01	  +1.0565530889679753E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1910000000000000E+03	  +1.0544958428504597E+01	  +1.0564958428504596E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1920000000000000E+03	  +1.0544385995646111E+01	  +1.0564385995646111E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1930000000000000E+03	  +1.0543813591398791E+01	  +1.0563813591398791E+01	  +1.5476190476190805E+00	  +0.0000000000000000E+00	
  +1.1940000000000000E+03	  +1.0543241216057117E+01	  +1.0563241216057117E+01	  +1.5476190476190805E+00	  +0.0000000000000000E+00	
  +1.1950000000000000E+03	  +1.0542668869915548E+01	  +1.0562668869915548E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1960000000000000E+03	  +1.0542096553268539E+01	  +1.0562096553268539E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1970000000000000E+03	  +1.0541524266410521E+01	  +1.0561524266410521E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1980000000000000E+03	  +1.0540952009635912E+01	  +1.0560952009635912E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.1990000000000000E+03	  +1.0540379783239116E+01	  +1.0560379783239116E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2000000000000000E+03	  +1.0539807587514520E+01	  +1.0559807587514520E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2010000000000000E+03	  +1.0539235422756496E+01	  +1.0559235422756496E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2020000000000000E+03	  +1.0538663289259400E+01	  +1.0558663289259400E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2030000000000000E+03	  +1.0538091187317571E+01	  +1.0558091187317570E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2040000000000000E+03	  +1.0537519117225333E+01	  +1.0557519117225333E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2050000000000000E+03	  +1.0536947079276993E+01	  +1.0556947079276993E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2060000000000000E+03	  +1.0536375073766841E+01	  +1.0556375073766841E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2070000000000000E+03	  +1.0535803100989151E+01	  +1.0555803100989150E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2080000000000000E+03	  +1.0535231161238180E+01	  +1.0555231161238179E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2090000000000000E+03	  +1.0534659254808167E+01	  +1.0554659254808167E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2100000000000000E+03	  +1.0534087381993336E+01	  +1.0554087381993336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2110000000000000E+03	  +1.0533515543087892E+01	  +1.0553515543087892E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2120000000000000E+03	  +1.0532943738386024E+01	  +1.0552943738386023E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2130000000000000E+03	  +1.0532371968181902E+01	  +1.0552371968181902E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2140000000000000E+03	  +1.0531800232769678E+01	  +1.0551800232769677E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2150000000000000E+03	  +1.0531228532443487E+01	  +1.0551228532443487E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2160000000000000E+03	  +1.0530656867497449E+01	  +1.0550656867497448E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2170000000000000E+03	  +1.0530085238225656E+01	  +1.0550085238225655E+01	  +1.4285714285714590E+00	  +0.0000000000000000E+00	
  +1.2180000000000000E+03	  +1.0529513644922194E+01	  +1.0549513644922193E+01	  +1.4285714285714590E+00	  +0.0000000000000000E+00	
  +1.2190000000000000E+03	  +1.0528942087881124E+01	  +1.0548942087881123E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2200000000000000E+03	  +1.0528370567396486E+01	  +1.0548370567396486E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2210000000000000E+03	  +1.0527799083762305E+01	  +1.0547799083762305E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2220000000000000E+03	  +1.0527227637272590E+01	  +1.0547227637272590E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2230000000000000E+03	  +1.0526656228221324E+01	  +1.0546656228221323E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2240000000000000E+03	  +1.0526084856902473E+01	  +1.0546084856902473E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2250000000000000E+03	  +1.0525513523609987E+01	  +1.0545513523609987E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2260000000000000E+03	  +1.0524942228637794E+01	  +1.0544942228637794E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2270000000000000E+03	  +1.0524370972279801E+01	  +1.0544370972279800E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2280000000000000E+03	  +1.0523799754829897E+01	  +1.0543799754829896E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2290000000000000E+03	  +1.0523228576581950E+01	  +6.0199999999999996E+00	  -1.0677605925063245E+00	  +0.0000000000000000E+00	
  +1.2300000000000000E+03	  +1.0522657437829807E+01	  +6.0199999999999996E+00	  -3.5331836813909163E+00	  +0.0000000000000000E+00	
  +1.2310000000000000E+03	  +1.0522086338867297E+01	  +6.0199999999999996E+00	  -4.7834486559828466E+00	  +0.0000000000000000E+00	
  +1.2320000000000000E+03	  +1.0521515279988229E+01	  +6.0199999999999996E+00	  -2.3181420618751880E+00	  +0.0000000000000000E+00	
  +1.2330000000000000E+03	  +1.0520944261486388E+01	  +1.0540944261486388E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2340000000000000E+03	  +1.0520373283655541E+01	  +1.0540373283655541E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2350000000000000E+03	  +1.0519802346789431E+01	  +1.0539802346789431E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2360000000000000E+03	  +1.0519231451181785E+01	  +1.0539231451181784E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2370000000000000E+03	  +1.0518660597126303E+01	  +1.0538660597126302E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2380000000000000E+03	  +1.0518089784916668E+01	  +1.0538089784916668E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2390000000000000E+03	  +1.0517519014846542E+01	  +1.0537519014846541E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2400000000000000E+03	  +1.0516948287209559E+01	  +1.0536948287209558E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2410000000000000E+03	  +1.0516377602299336E+01	  +1.0536377602299336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2420000000000000E+03	  +1.0515806960409471E+01	  +1.0535806960409470E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2430000000000000E+03	  +1.0515236361833532E+01	  +1.0535236361833531E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2440000000000000E+03	  +1.0514665806865072E+01	  +1.0534665806865071E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2450000000000000E+03	  +1.0514095295797617E+01	  +1.0534095295797616E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2460000000000000E+03	  +1.0513524828924673E+01	  +1.0533524828924673E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2470000000000000E+03	  +1.0512954406539722E+01	  +1.0532954406539721E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2480000000000000E+03	  +1.0512384028936221E+01	  +1.0532384028936221E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2490000000000000E+03	  +1.0511813696407609E+01	  +1.0531813696407609E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2500000000000000E+03	  +1.0511243409247299E+01	  +1.0531243409247299E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2510000000000000E+03	  +1.0510673167748680E+01	  +1.0530673167748679E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2520000000000000E+03	  +1.0510102972205118E+01	  +1.0530102972205118E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2530000000000000E+03	  +1.0509532822909957E+01	  +1.0529532822909957E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2540000000000000E+03	  +1.0508962720156514E+01	  +1.0528962720156514E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2550000000000000E+03	  +1.0508392664238086E+01	  +1.0528392664238085E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2560000000000000E+03	  +1.0507822655447942E+01	  +1.0527822655447942E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2570000000000000E+03	  +1.0507252694079330E+01	  +1.0527252694079330E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2580000000000000E+03	  +1.0506682780425470E+01	  +1.0526682780425469E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2590000000000000E+03	  +1.0506112914779562E+01	  +1.0526112914779562E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2600000000000000E+03	  +1.0505543097434778E+01	  +1.0525543097434777E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2610000000000000E+03	  +1.0504973328684265E+01	  +1.0524973328684265E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2620000000000000E+03	  +1.0504403608821148E+01	  +1.0524403608821148E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2630000000000000E+03	  +1.0503833938138524E+01	  +1.0523833938138523E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2640000000000000E+03	  +1.0503264316929465E+01	  +1.0523264316929465E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2650000000000000E+03	  +1.0502694745487020E+01	  +1.0522694745487019E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2660000000000000E+03	  +1.0502125224104208E+01	  +1.0522125224104208E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2670000000000000E+03	  +1.0501555753074026E+01	  +1.0521555753074026E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2680000000000000E+03	  +1.0500986332689445E+01	  +1.0520986332689445E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2690000000000000E+03	  +1.0500416963243408E+01	  +1.0520416963243408E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2700000000000000E+03	  +1.0499847645028833E+01	  +1.0519847645028833E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2710000000000000E+03	  +1.0499278378338611E+01	  +1.0519278378338610E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2720000000000000E+03	  +1.0498709163465605E+01	  +1.0518709163465605E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2730000000000000E+03	  +1.0498140000702657E+01	  +1.0518140000702656E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2740000000000000E+03	  +1.0497570890342574E+01	  +1.0517570890342574E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2750000000000000E+03	  +1.0497001832678144E+01	  +1.0517001832678144E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2760000000000000E+03	  +1.0496432828002121E+01	  +1.0516432828002120E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2770000000000000E+03	  +1.0495863876607238E+01	  +1.0515863876607238E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2780000000000000E+03	  +1.0495294978786196E+01	  +1.0515294978786196E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2790000000000000E+03	  +1.0494726134831671E+01	  +1.0514726134831671E+01	  +1.1904761904762158E+00	  +0.0000000000000000E+00	
  +1.2800000000000000E+03	  +1.0494157345036308E+01	  +1.0514157345036308E+01	  +1.1904761904762158E+00	  +0.0000000000000000E+00	
  +1.2810000000000000E+03	  +1.0493588609692731E+01	  +1.0513588609692730E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2820000000000000E+03	  +1.0493019929093526E+01	  +1.0513019929093526E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2830000000000000E+03	  +1.0492451303531260E+01	  +1.0512451303531259E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2840000000000000E+03	  +1.0491882733298464E+01	  +1.0511882733298464E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2850000000000000E+03	  +1.0491314218687650E+01	  +1.0511314218687650E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2860000000000000E+03	  +1.0490745759991292E+01	  +1.0510745759991291E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2870000000000000E+03	  +1.0490177357501841E+01	  +1.0510177357501840E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2880000000000000E+03	  +1.0489609011511716E+01	  +1.0509609011511715E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2890000000000000E+03	  +1.0489040722313307E+01	  +1.0509040722313307E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2900000000000000E+03	  +1.0488472490198980E+01	  +1.0508472490198979E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2910000000000000E+03	  +1.0487904315461062E+01	  +1.0507904315461062E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2920000000000000E+03	  +1.0487336198391862E+01	  +1.0507336198391862E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2930000000000000E+03	  +1.0486768139283647E+01	  +1.0506768139283647E+01	  +1.4285714285714590E+00	  +0.0000000000000000E+00	
  +1.2940000000000000E+03	  +1.0486200138428666E+01	  +1.0506200138428666E+01	  +2.7380952380952963E+00	  +0.0000000000000000E+00	
  +1.2950000000000000E+03	  +1.0485632196119131E+01	  +1.0505632196119130E+01	  +1.3095238095238375E+00	  +0.0000000000000000E+00	
  +1.2960000000000000E+03	  +1.0485064312647223E+01	  +1.0505064312647223E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2970000000000000E+03	  +1.0484496488305098E+01	  +1.0504496488305097E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2980000000000000E+03	  +1.0483928723384878E+01	  +1.0503928723384877E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.2990000000000000E+03	  +1.0483361018178654E+01	  +1.0503361018178653E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.3000000000000000E+03	  +1.0482793372978488E+01	  +1.0502793372978488E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.3010000000000000E+03	  +1.0482225788076411E+01	  +1.0502225788076410E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.3020000000000000E+03	  +1.0481658263764425E+01	  +1.0501658263764424E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.3030000000000000E+03	  +1.0481090800334494E+01	  +1.0501090800334493E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.3040000000000000E+03	  +1.0480523398078557E+01	  +1.0500523398078556E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.3050000000000000E+03	  +1.0479956057288520E+01	  +1.0499956057288520E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
