 TIME                    	Electric                 	Cooling                  	Heating                  	Dehumidification         	
 HOURS              	kWh                 	kWh                 	kWh                 	kWh                 	
  +2.5490000000000000E+03	  +7.4511421468291946E+03	  +1.0917040000000001E+04	  +3.7049025000000031E+04	  +4.9400000000000004E+00	
  +2.5500000000000000E+03	  +7.4511421468291946E+03	  +1.0917040000000001E+04	  +3.7049025000000031E+04	  +4.9400000000000004E+00	
  +2.5510000000000000E+03	  +7.4511421468291946E+03	  +1.0917040000000001E+04	  +3.7049025000000031E+04	  +4.9400000000000004E+00	
  +2.5520000000000000E+03	  +7.4511421468291946E+03	  +1.0917040000000001E+04	  +3.7049025000000031E+04	  +4.9400000000000004E+00	
  +2.5530000000000000E+03	  +7.4511421468291946E+03	  +1.0917040000000001E+04	  +3.7049025000000031E+04	  +4.9400000000000004E+00	
  +2.5540000000000000E+03	  +7.4511421468291946E+03	  +1.0917040000000001E+04	  +3.7049025000000031E+04	  +4.9400000000000004E+00	
  +2.5550000000000000E+03	  +7.4511421468291946E+03	  +1.0917040000000001E+04	  +3.7049025000000031E+04	  +4.9400000000000004E+00	
  +2.5560000000000000E+03	  +7.4511421468291946E+03	  +1.0917040000000001E+04	  +3.7049025000000031E+04	  +4.9400000000000004E+00	
  +2.5570000000000000E+03	  +7.4722169970337682E+03	  +1.0917040000000001E+04	  +3.7049025000000031E+04	  +4.9400000000000004E+00	
  +2.5580000000000000E+03	  +7.4904225492340838E+03	  +1.0917040000000001E+04	  +3.7049025000000031E+04	  +4.9400000000000004E+00	
  +2.5590000000000000E+03	  +7.4904225492340838E+03	  +1.0917040000000001E+04	  +3.7049025000000031E+04	  +4.9400000000000004E+00	
  +2.5600000000000000E+03	  +7.4904225492340838E+03	  +1.0917040000000001E+04	  +3.7049025000000031E+04	  +4.9400000000000004E+00	
  +2.5610000000000000E+03	  +7.4904225492340838E+03	  +1.0917040000000001E+04	  +3.7049025000000031E+04	  +4.9400000000000004E+00	
  +2.5620000000000000E+03	  +7.4904225492340838E+03	  +1.0917040000000001E+04	  +3.7049025000000031E+04	  +4.9400000000000004E+00	
  +2.5630000000000000E+03	  +7.4904225492340838E+03	  +1.0917040000000001E+04	  +3.7049025000000031E+04	  +4.9400000000000004E+00	
  +2.5640000000000000E+03	  +7.4904225492340838E+03	  +1.0963345000000001E+04	  +3.7049025000000031E+04	  +4.9400000000000004E+00	
  +2.5650000000000000E+03	  +7.4904225492340838E+03	  +1.1035110000000001E+04	  +3.7049025000000031E+04	  +4.9400000000000004E+00	
  +2.5660000000000000E+03	  +7.5107828128685160E+03	  +1.1067750000000000E+04	  +3.7049025000000031E+04	  +4.9400000000000004E+00	
  +2.5670000000000000E+03	  +7.5107828128685160E+03	  +1.1067750000000000E+04	  +3.7049025000000031E+04	  +4.9400000000000004E+00	
  +2.5680000000000000E+03	  +7.5107828128685160E+03	  +1.1067750000000000E+04	  +3.7049025000000031E+04	  +4.9400000000000004E+00	
  +2.5690000000000000E+03	  +7.5318578079401495E+03	  +1.1067750000000000E+04	  +3.7049025000000031E+04	  +4.9400000000000004E+00	
  +2.5700000000000000E+03	  +7.5318578079401495E+03	  +1.1067750000000000E+04	  +3.7049025000000031E+04	  +4.9400000000000004E+00	
  +2.5710000000000000E+03	  +7.5318578079401495E+03	  +1.1067750000000000E+04	  +3.7049025000000031E+04	  +4.9400000000000004E+00	
  +2.5720000000000000E+03	  +7.5318578079401495E+03	  +1.1067750000000000E+04	  +3.7049025000000031E+04	  +4.9400000000000004E+00	
  +2.5730000000000000E+03	  +7.5318578079401495E+03	  +1.1067750000000000E+04	  +3.7049025000000031E+04	  +4.9400000000000004E+00	
  +2.5740000000000000E+03	  +7.5318578079401495E+03	  +1.1067750000000000E+04	  +3.7049025000000031E+04	  +4.9400000000000004E+00	
  +2.5750000000000000E+03	  +7.5318578079401495E+03	  +1.1067750000000000E+04	  +3.7049025000000031E+04	  +4.9400000000000004E+00	
  +2.5760000000000000E+03	  +7.5318578079401495E+03	  +1.1067750000000000E+04	  +3.7049025000000031E+04	  +4.9400000000000004E+00	
  +2.5770000000000000E+03	  +7.5318578079401495E+03	  +1.1067750000000000E+04	  +3.7049025000000031E+04	  +4.9400000000000004E+00	
  +2.5780000000000000E+03	  +7.5318578079401495E+03	  +1.1067750000000000E+04	  +3.7049025000000031E+04	  +4.9400000000000004E+00	
  +2.5790000000000000E+03	  +7.5318578079401495E+03	  +1.1067750000000000E+04	  +3.7049025000000031E+04	  +4.9400000000000004E+00	
  +2.5800000000000000E+03	  +7.5318578079401495E+03	  +1.1067750000000000E+04	  +3.7049025000000031E+04	  +4.9400000000000004E+00	
  +2.5810000000000000E+03	  +7.5529329457512586E+03	  +1.1067750000000000E+04	  +3.7049025000000031E+04	  +4.9400000000000004E+00	
  +2.5820000000000000E+03	  +7.5529329457512586E+03	  +1.1067750000000000E+04	  +3.7049025000000031E+04	  +4.9400000000000004E+00	
  +2.5830000000000000E+03	  +7.5529329457512586E+03	  +1.1067750000000000E+04	  +3.7049025000000031E+04	  +4.9400000000000004E+00	
  +2.5840000000000000E+03	  +7.5529329457512586E+03	  +1.1067750000000000E+04	  +3.7049025000000031E+04	  +4.9400000000000004E+00	
  +2.5850000000000000E+03	  +7.5529329457512586E+03	  +1.1067750000000000E+04	  +3.7049025000000031E+04	  +4.9400000000000004E+00	
  +2.5860000000000000E+03	  +7.5529329457512586E+03	  +1.1102075000000001E+04	  +3.7049025000000031E+04	  +4.9400000000000004E+00	
  +2.5870000000000000E+03	  +7.5763011659346612E+03	  +1.1173730000000001E+04	  +3.7049025000000031E+04	  +4.9400000000000004E+00	
  +2.5880000000000000E+03	  +7.5763011659346612E+03	  +1.1238475000000002E+04	  +3.7049025000000031E+04	  +4.9400000000000004E+00	
  +2.5890000000000000E+03	  +7.5763011659346612E+03	  +1.1265830000000002E+04	  +3.7049025000000031E+04	  +4.9400000000000004E+00	
  +2.5900000000000000E+03	  +7.5945047053106200E+03	  +1.1265830000000002E+04	  +3.7049125000000029E+04	  +4.9400000000000004E+00	
  +2.5910000000000000E+03	  +7.5945047053106200E+03	  +1.1265830000000002E+04	  +3.7049225000000028E+04	  +4.9400000000000004E+00	
  +2.5920000000000000E+03	  +7.5945047053106200E+03	  +1.1265830000000002E+04	  +3.7049225000000028E+04	  +4.9400000000000004E+00	
  +2.5930000000000000E+03	  +7.6155799837200339E+03	  +1.1265830000000002E+04	  +3.7049225000000028E+04	  +4.9400000000000004E+00	
  +2.5940000000000000E+03	  +7.6155799837200339E+03	  +1.1265830000000002E+04	  +3.7049225000000028E+04	  +4.9400000000000004E+00	
  +2.5950000000000000E+03	  +7.6155799837200339E+03	  +1.1265830000000002E+04	  +3.7049225000000028E+04	  +4.9400000000000004E+00	
  +2.5960000000000000E+03	  +7.6155799837200339E+03	  +1.1265830000000002E+04	  +3.7049225000000028E+04	  +4.9400000000000004E+00	
  +2.5970000000000000E+03	  +7.6155799837200339E+03	  +1.1265830000000002E+04	  +3.7049225000000028E+04	  +4.9400000000000004E+00	
  +2.5980000000000000E+03	  +7.6155799837200339E+03	  +1.1265830000000002E+04	  +3.7049225000000028E+04	  +4.9400000000000004E+00	
  +2.5990000000000000E+03	  +7.6155799837200339E+03	  +1.1265830000000002E+04	  +3.7049225000000028E+04	  +4.9400000000000004E+00	
  +2.6000000000000000E+03	  +7.6155799837200339E+03	  +1.1265830000000002E+04	  +3.7049225000000028E+04	  +4.9400000000000004E+00	
  +2.6010000000000000E+03	  +7.6155799837200339E+03	  +1.1265830000000002E+04	  +3.7049225000000028E+04	  +4.9400000000000004E+00	
  +2.6020000000000000E+03	  +7.6155799837200339E+03	  +1.1265830000000002E+04	  +3.7049225000000028E+04	  +4.9400000000000004E+00	
  +2.6030000000000000E+03	  +7.6155799837200339E+03	  +1.1265830000000002E+04	  +3.7049225000000028E+04	  +4.9400000000000004E+00	
  +2.6040000000000000E+03	  +7.6155799837200339E+03	  +1.1265830000000002E+04	  +3.7049225000000028E+04	  +4.9400000000000004E+00	
  +2.6050000000000000E+03	  +7.6366554005731841E+03	  +1.1265830000000002E+04	  +3.7049225000000028E+04	  +4.9400000000000004E+00	
  +2.6060000000000000E+03	  +7.6366554005731841E+03	  +1.1265830000000002E+04	  +3.7049225000000028E+04	  +4.9400000000000004E+00	
  +2.6070000000000000E+03	  +7.6366554005731841E+03	  +1.1265830000000002E+04	  +3.7049225000000028E+04	  +4.9400000000000004E+00	
  +2.6080000000000000E+03	  +7.6366554005731841E+03	  +1.1265830000000002E+04	  +3.7049225000000028E+04	  +4.9400000000000004E+00	
  +2.6090000000000000E+03	  +7.6366554005731841E+03	  +1.1265830000000002E+04	  +3.7049225000000028E+04	  +4.9400000000000004E+00	
  +2.6100000000000000E+03	  +7.6366554005731841E+03	  +1.1276245000000003E+04	  +3.7049225000000028E+04	  +4.9400000000000004E+00	
  +2.6110000000000000E+03	  +7.6366554005731841E+03	  +1.1291490000000003E+04	  +3.7049225000000028E+04	  +4.9400000000000004E+00	
  +2.6120000000000000E+03	  +7.6548576046458911E+03	  +1.1291490000000003E+04	  +3.7049225000000028E+04	  +4.9400000000000004E+00	
  +2.6130000000000000E+03	  +7.6548576046458911E+03	  +1.1291490000000003E+04	  +3.7049280000000028E+04	  +4.9400000000000004E+00	
  +2.6140000000000000E+03	  +7.6548576046458911E+03	  +1.1291490000000003E+04	  +3.7049335000000028E+04	  +4.9400000000000004E+00	
  +2.6150000000000000E+03	  +7.6548576046458911E+03	  +1.1291490000000003E+04	  +3.7049335000000028E+04	  +4.9400000000000004E+00	
  +2.6160000000000000E+03	  +7.6548576046458911E+03	  +1.1291490000000003E+04	  +3.7049335000000028E+04	  +4.9400000000000004E+00	
  +2.6170000000000000E+03	  +7.6759331577750036E+03	  +1.1291490000000003E+04	  +3.7049335000000028E+04	  +4.9400000000000004E+00	
  +2.6180000000000000E+03	  +7.6759331577750036E+03	  +1.1291490000000003E+04	  +3.7049335000000028E+04	  +4.9400000000000004E+00	
  +2.6190000000000000E+03	  +7.6759331577750036E+03	  +1.1291490000000003E+04	  +3.7049335000000028E+04	  +4.9400000000000004E+00	
  +2.6200000000000000E+03	  +7.6759331577750036E+03	  +1.1291490000000003E+04	  +3.7049335000000028E+04	  +4.9400000000000004E+00	
  +2.6210000000000000E+03	  +7.6759331577750036E+03	  +1.1291490000000003E+04	  +3.7049335000000028E+04	  +4.9400000000000004E+00	
  +2.6220000000000000E+03	  +7.6759331577750036E+03	  +1.1291490000000003E+04	  +3.7049335000000028E+04	  +4.9400000000000004E+00	
  +2.6230000000000000E+03	  +7.6759331577750036E+03	  +1.1291490000000003E+04	  +3.7049335000000028E+04	  +4.9400000000000004E+00	
  +2.6240000000000000E+03	  +7.6759331577750036E+03	  +1.1291490000000003E+04	  +3.7049335000000028E+04	  +4.9400000000000004E+00	
  +2.6250000000000000E+03	  +7.6759331577750036E+03	  +1.1291490000000003E+04	  +3.7049335000000028E+04	  +4.9400000000000004E+00	
  +2.6260000000000000E+03	  +7.6759331577750036E+03	  +1.1291490000000003E+04	  +3.7049335000000028E+04	  +4.9400000000000004E+00	
  +2.6270000000000000E+03	  +7.6759331577750036E+03	  +1.1291490000000003E+04	  +3.7049335000000028E+04	  +4.9400000000000004E+00	
  +2.6280000000000000E+03	  +7.6759331577750036E+03	  +1.1291490000000003E+04	  +3.7049335000000028E+04	  +4.9400000000000004E+00	
  +2.6290000000000000E+03	  +7.6970088449992891E+03	  +1.1291490000000003E+04	  +3.7049335000000028E+04	  +4.9400000000000004E+00	
  +2.6300000000000000E+03	  +7.6970088449992891E+03	  +1.1291490000000003E+04	  +3.7049335000000028E+04	  +4.9400000000000004E+00	
  +2.6310000000000000E+03	  +7.6970088449992891E+03	  +1.1291490000000003E+04	  +3.7049335000000028E+04	  +4.9400000000000004E+00	
  +2.6320000000000000E+03	  +7.6970088449992891E+03	  +1.1291490000000003E+04	  +3.7049335000000028E+04	  +4.9400000000000004E+00	
  +2.6330000000000000E+03	  +7.6970088449992891E+03	  +1.1291490000000003E+04	  +3.7049335000000028E+04	  +4.9400000000000004E+00	
  +2.6340000000000000E+03	  +7.6970088449992891E+03	  +1.1291490000000003E+04	  +3.7049335000000028E+04	  +4.9400000000000004E+00	
  +2.6350000000000000E+03	  +7.6970088449992891E+03	  +1.1291490000000003E+04	  +3.7049335000000028E+04	  +4.9400000000000004E+00	
  +2.6360000000000000E+03	  +7.6970088449992891E+03	  +1.1291490000000003E+04	  +3.7049335000000028E+04	  +4.9400000000000004E+00	
  +2.6370000000000000E+03	  +7.7152095801117002E+03	  +1.1291490000000003E+04	  +3.7049390000000029E+04	  +4.9400000000000004E+00	
  +2.6380000000000000E+03	  +7.7152095801117002E+03	  +1.1291490000000003E+04	  +3.7049445000000029E+04	  +4.9400000000000004E+00	
  +2.6390000000000000E+03	  +7.7152095801117002E+03	  +1.1291490000000003E+04	  +3.7049445000000029E+04	  +4.9400000000000004E+00	
  +2.6400000000000000E+03	  +7.7152095801117002E+03	  +1.1291490000000003E+04	  +3.7049445000000029E+04	  +4.9400000000000004E+00	
  +2.6410000000000000E+03	  +7.7152095801117002E+03	  +1.1291490000000003E+04	  +3.7049445000000029E+04	  +4.9400000000000004E+00	
  +2.6420000000000000E+03	  +7.7362854101299326E+03	  +1.1291490000000003E+04	  +3.7049445000000029E+04	  +4.9400000000000004E+00	
  +2.6430000000000000E+03	  +7.7362854101299326E+03	  +1.1291490000000003E+04	  +3.7049445000000029E+04	  +4.9400000000000004E+00	
  +2.6440000000000000E+03	  +7.7362854101299326E+03	  +1.1291490000000003E+04	  +3.7049445000000029E+04	  +4.9400000000000004E+00	
  +2.6450000000000000E+03	  +7.7362854101299326E+03	  +1.1291490000000003E+04	  +3.7049445000000029E+04	  +4.9400000000000004E+00	
  +2.6460000000000000E+03	  +7.7362854101299326E+03	  +1.1291490000000003E+04	  +3.7049445000000029E+04	  +4.9400000000000004E+00	
  +2.6470000000000000E+03	  +7.7362854101299326E+03	  +1.1291490000000003E+04	  +3.7049520000000026E+04	  +4.9400000000000004E+00	
  +2.6480000000000000E+03	  +7.7362854101299326E+03	  +1.1291490000000003E+04	  +3.7049595000000023E+04	  +4.9400000000000004E+00	
  +2.6490000000000000E+03	  +7.7362854101299326E+03	  +1.1291490000000003E+04	  +3.7049595000000023E+04	  +4.9400000000000004E+00	
  +2.6500000000000000E+03	  +7.7362854101299326E+03	  +1.1291490000000003E+04	  +3.7049595000000023E+04	  +4.9400000000000004E+00	
  +2.6510000000000000E+03	  +7.7362854101299326E+03	  +1.1291490000000003E+04	  +3.7049595000000023E+04	  +4.9400000000000004E+00	
  +2.6520000000000000E+03	  +7.7362854101299326E+03	  +1.1291490000000003E+04	  +3.7049595000000023E+04	  +4.9400000000000004E+00	
  +2.6530000000000000E+03	  +7.7362854101299326E+03	  +1.1291490000000003E+04	  +3.7049595000000023E+04	  +4.9400000000000004E+00	
  +2.6540000000000000E+03	  +7.7573613696590783E+03	  +1.1291490000000003E+04	  +3.7049595000000023E+04	  +4.9400000000000004E+00	
  +2.6550000000000000E+03	  +7.7573613696590783E+03	  +1.1291490000000003E+04	  +3.7049595000000023E+04	  +4.9400000000000004E+00	
  +2.6560000000000000E+03	  +7.7573613696590783E+03	  +1.1291490000000003E+04	  +3.7049595000000023E+04	  +4.9400000000000004E+00	
  +2.6570000000000000E+03	  +7.7573613696590783E+03	  +1.1291490000000003E+04	  +3.7049595000000023E+04	  +4.9400000000000004E+00	
  +2.6580000000000000E+03	  +7.7573613696590783E+03	  +1.1291490000000003E+04	  +3.7049595000000023E+04	  +4.9400000000000004E+00	
  +2.6590000000000000E+03	  +7.7573613696590783E+03	  +1.1291490000000003E+04	  +3.7049595000000023E+04	  +4.9400000000000004E+00	
  +2.6600000000000000E+03	  +7.7573613696590783E+03	  +1.1291490000000003E+04	  +3.7049650000000023E+04	  +4.9400000000000004E+00	
  +2.6610000000000000E+03	  +7.7573613696590783E+03	  +1.1291490000000003E+04	  +3.7049755000000026E+04	  +4.9400000000000004E+00	
  +2.6620000000000000E+03	  +7.7573613696590783E+03	  +1.1291490000000003E+04	  +3.7049865000000027E+04	  +4.9400000000000004E+00	
  +2.6630000000000000E+03	  +7.7755606321556361E+03	  +1.1291490000000003E+04	  +3.7049925000000025E+04	  +4.9400000000000004E+00	
  +2.6640000000000000E+03	  +7.7755606321556361E+03	  +1.1291490000000003E+04	  +3.7049925000000025E+04	  +4.9400000000000004E+00	
  +2.6650000000000000E+03	  +7.7755606321556361E+03	  +1.1291490000000003E+04	  +3.7049925000000025E+04	  +4.9400000000000004E+00	
  +2.6660000000000000E+03	  +7.7966367189760085E+03	  +1.1291490000000003E+04	  +3.7049925000000025E+04	  +4.9400000000000004E+00	
  +2.6670000000000000E+03	  +7.7966367189760085E+03	  +1.1291490000000003E+04	  +3.7049925000000025E+04	  +4.9400000000000004E+00	
  +2.6680000000000000E+03	  +7.7966367189760085E+03	  +1.1291490000000003E+04	  +3.7049925000000025E+04	  +4.9400000000000004E+00	
  +2.6690000000000000E+03	  +7.7966367189760085E+03	  +1.1291490000000003E+04	  +3.7049925000000025E+04	  +4.9400000000000004E+00	
  +2.6700000000000000E+03	  +7.7966367189760085E+03	  +1.1291490000000003E+04	  +3.7049925000000025E+04	  +4.9400000000000004E+00	
  +2.6710000000000000E+03	  +7.7966367189760085E+03	  +1.1291490000000003E+04	  +3.7049925000000025E+04	  +4.9400000000000004E+00	
  +2.6720000000000000E+03	  +7.7966367189760085E+03	  +1.1291490000000003E+04	  +3.7049925000000025E+04	  +4.9400000000000004E+00	
  +2.6730000000000000E+03	  +7.7966367189760085E+03	  +1.1291490000000003E+04	  +3.7049925000000025E+04	  +4.9400000000000004E+00	
  +2.6740000000000000E+03	  +7.7966367189760085E+03	  +1.1291490000000003E+04	  +3.7049925000000025E+04	  +4.9400000000000004E+00	
  +2.6750000000000000E+03	  +7.7966367189760085E+03	  +1.1291490000000003E+04	  +3.7049925000000025E+04	  +4.9400000000000004E+00	
  +2.6760000000000000E+03	  +7.7966367189760085E+03	  +1.1291490000000003E+04	  +3.7049925000000025E+04	  +4.9400000000000004E+00	
  +2.6770000000000000E+03	  +7.7966367189760085E+03	  +1.1291490000000003E+04	  +3.7049925000000025E+04	  +4.9400000000000004E+00	
  +2.6780000000000000E+03	  +7.8177129308557114E+03	  +1.1291490000000003E+04	  +3.7049925000000025E+04	  +4.9400000000000004E+00	
  +2.6790000000000000E+03	  +7.8177129308557114E+03	  +1.1291490000000003E+04	  +3.7049925000000025E+04	  +4.9400000000000004E+00	
  +2.6800000000000000E+03	  +7.8177129308557114E+03	  +1.1291490000000003E+04	  +3.7049925000000025E+04	  +4.9400000000000004E+00	
  +2.6810000000000000E+03	  +7.8177129308557114E+03	  +1.1291490000000003E+04	  +3.7049925000000025E+04	  +4.9400000000000004E+00	
  +2.6820000000000000E+03	  +7.8177129308557114E+03	  +1.1291490000000003E+04	  +3.7049925000000025E+04	  +4.9400000000000004E+00	
  +2.6830000000000000E+03	  +7.8177129308557114E+03	  +1.1291490000000003E+04	  +3.7049925000000025E+04	  +4.9400000000000004E+00	
  +2.6840000000000000E+03	  +7.8177129308557114E+03	  +1.1291490000000003E+04	  +3.7049925000000025E+04	  +4.9400000000000004E+00	
  +2.6850000000000000E+03	  +7.8177129308557114E+03	  +1.1291490000000003E+04	  +3.7049925000000025E+04	  +4.9400000000000004E+00	
  +2.6860000000000000E+03	  +7.8177129308557114E+03	  +1.1291490000000003E+04	  +3.7049925000000025E+04	  +4.9400000000000004E+00	
  +2.6870000000000000E+03	  +7.8177129308557114E+03	  +1.1291490000000003E+04	  +3.7049925000000025E+04	  +4.9400000000000004E+00	
  +2.6880000000000000E+03	  +7.8177129308557114E+03	  +1.1291490000000003E+04	  +3.7049925000000025E+04	  +4.9400000000000004E+00	
  +2.6890000000000000E+03	  +7.8359107773856986E+03	  +1.1291490000000003E+04	  +3.7049925000000025E+04	  +4.9400000000000004E+00	
  +2.6900000000000000E+03	  +7.8569871120808284E+03	  +1.1291490000000003E+04	  +3.7049925000000025E+04	  +4.9400000000000004E+00	
  +2.6910000000000000E+03	  +7.8569871120808284E+03	  +1.1291490000000003E+04	  +3.7049925000000025E+04	  +4.9400000000000004E+00	
  +2.6920000000000000E+03	  +7.8569871120808284E+03	  +1.1291490000000003E+04	  +3.7049925000000025E+04	  +4.9400000000000004E+00	
  +2.6930000000000000E+03	  +7.8569871120808284E+03	  +1.1291490000000003E+04	  +3.7049925000000025E+04	  +4.9400000000000004E+00	
  +2.6940000000000000E+03	  +7.8569871120808284E+03	  +1.1291490000000003E+04	  +3.7049925000000025E+04	  +4.9400000000000004E+00	
  +2.6950000000000000E+03	  +7.8569871120808284E+03	  +1.1291490000000003E+04	  +3.7049975000000028E+04	  +4.9400000000000004E+00	
  +2.6960000000000000E+03	  +7.8569871120808284E+03	  +1.1291490000000003E+04	  +3.7050025000000031E+04	  +4.9400000000000004E+00	
  +2.6970000000000000E+03	  +7.8569871120808284E+03	  +1.1291490000000003E+04	  +3.7050025000000031E+04	  +4.9400000000000004E+00	
  +2.6980000000000000E+03	  +7.8569871120808284E+03	  +1.1291490000000003E+04	  +3.7050025000000031E+04	  +4.9400000000000004E+00	
  +2.6990000000000000E+03	  +7.8569871120808284E+03	  +1.1291490000000003E+04	  +3.7050025000000031E+04	  +4.9400000000000004E+00	
  +2.7000000000000000E+03	  +7.8569871120808284E+03	  +1.1291490000000003E+04	  +3.7050025000000031E+04	  +4.9400000000000004E+00	
  +2.7010000000000000E+03	  +7.8569871120808284E+03	  +1.1291490000000003E+04	  +3.7050025000000031E+04	  +4.9400000000000004E+00	
  +2.7020000000000000E+03	  +7.8780635673356765E+03	  +1.1291490000000003E+04	  +3.7050025000000031E+04	  +4.9400000000000004E+00	
  +2.7030000000000000E+03	  +7.8780635673356765E+03	  +1.1291490000000003E+04	  +3.7050025000000031E+04	  +4.9400000000000004E+00	
  +2.7040000000000000E+03	  +7.8780635673356765E+03	  +1.1291490000000003E+04	  +3.7050025000000031E+04	  +4.9400000000000004E+00	
  +2.7050000000000000E+03	  +7.8780635673356765E+03	  +1.1291490000000003E+04	  +3.7050025000000031E+04	  +4.9400000000000004E+00	
  +2.7060000000000000E+03	  +7.8780635673356765E+03	  +1.1291490000000003E+04	  +3.7050025000000031E+04	  +4.9400000000000004E+00	
  +2.7070000000000000E+03	  +7.8780635673356765E+03	  +1.1291490000000003E+04	  +3.7050025000000031E+04	  +4.9400000000000004E+00	
  +2.7080000000000000E+03	  +7.8780635673356765E+03	  +1.1291490000000003E+04	  +3.7050025000000031E+04	  +4.9400000000000004E+00	
  +2.7090000000000000E+03	  +7.8780635673356765E+03	  +1.1291490000000003E+04	  +3.7050025000000031E+04	  +4.9400000000000004E+00	
  +2.7100000000000000E+03	  +7.8780635673356765E+03	  +1.1291490000000003E+04	  +3.7050025000000031E+04	  +4.9400000000000004E+00	
  +2.7110000000000000E+03	  +7.8780635673356765E+03	  +1.1291490000000003E+04	  +3.7050025000000031E+04	  +4.9400000000000004E+00	
  +2.7120000000000000E+03	  +7.8780635673356765E+03	  +1.1291490000000003E+04	  +3.7050025000000031E+04	  +4.9400000000000004E+00	
  +2.7130000000000000E+03	  +7.8780635673356765E+03	  +1.1291490000000003E+04	  +3.7050025000000031E+04	  +4.9400000000000004E+00	
  +2.7140000000000000E+03	  +7.8991401408829370E+03	  +1.1291490000000003E+04	  +3.7050025000000031E+04	  +4.9400000000000004E+00	
  +2.7150000000000000E+03	  +7.9173366285493548E+03	  +1.1291490000000003E+04	  +3.7050025000000031E+04	  +4.9400000000000004E+00	
  +2.7160000000000000E+03	  +7.9173366285493548E+03	  +1.1291490000000003E+04	  +3.7050025000000031E+04	  +4.9400000000000004E+00	
  +2.7170000000000000E+03	  +7.9173366285493548E+03	  +1.1291490000000003E+04	  +3.7050025000000031E+04	  +4.9400000000000004E+00	
  +2.7180000000000000E+03	  +7.9173366285493548E+03	  +1.1291490000000003E+04	  +3.7050025000000031E+04	  +4.9400000000000004E+00	
  +2.7190000000000000E+03	  +7.9173366285493548E+03	  +1.1291490000000003E+04	  +3.7050025000000031E+04	  +4.9400000000000004E+00	
  +2.7200000000000000E+03	  +7.9173366285493548E+03	  +1.1291490000000003E+04	  +3.7050025000000031E+04	  +4.9400000000000004E+00	
  +2.7210000000000000E+03	  +7.9173366285493548E+03	  +1.1291490000000003E+04	  +3.7050025000000031E+04	  +4.9400000000000004E+00	
  +2.7220000000000000E+03	  +7.9173366285493548E+03	  +1.1291490000000003E+04	  +3.7050025000000031E+04	  +4.9400000000000004E+00	
  +2.7230000000000000E+03	  +7.9173366285493548E+03	  +1.1291490000000003E+04	  +3.7050090000000033E+04	  +4.9400000000000004E+00	
  +2.7240000000000000E+03	  +7.9173366285493548E+03	  +1.1291490000000003E+04	  +3.7050155000000035E+04	  +4.9400000000000004E+00	
  +2.7250000000000000E+03	  +7.9173366285493548E+03	  +1.1291490000000003E+04	  +3.7050155000000035E+04	  +4.9400000000000004E+00	
  +2.7260000000000000E+03	  +7.9173366285493548E+03	  +1.1291490000000003E+04	  +3.7050155000000035E+04	  +4.9400000000000004E+00	
  +2.7270000000000000E+03	  +7.9384133276749299E+03	  +1.1291490000000003E+04	  +3.7050155000000035E+04	  +4.9400000000000004E+00	
  +2.7280000000000000E+03	  +7.9384133276749299E+03	  +1.1291490000000003E+04	  +3.7050155000000035E+04	  +4.9400000000000004E+00	
  +2.7290000000000000E+03	  +7.9384133276749299E+03	  +1.1291490000000003E+04	  +3.7050155000000035E+04	  +4.9400000000000004E+00	
  +2.7300000000000000E+03	  +7.9384133276749299E+03	  +1.1291490000000003E+04	  +3.7050155000000035E+04	  +4.9400000000000004E+00	
  +2.7310000000000000E+03	  +7.9384133276749299E+03	  +1.1291490000000003E+04	  +3.7050155000000035E+04	  +4.9400000000000004E+00	
  +2.7320000000000000E+03	  +7.9384133276749299E+03	  +1.1291490000000003E+04	  +3.7050155000000035E+04	  +4.9400000000000004E+00	
  +2.7330000000000000E+03	  +7.9384133276749299E+03	  +1.1291490000000003E+04	  +3.7050155000000035E+04	  +4.9400000000000004E+00	
  +2.7340000000000000E+03	  +7.9384133276749299E+03	  +1.1291490000000003E+04	  +3.7050215000000033E+04	  +4.9400000000000004E+00	
  +2.7350000000000000E+03	  +7.9384133276749299E+03	  +1.1291490000000003E+04	  +3.7050275000000031E+04	  +4.9400000000000004E+00	
  +2.7360000000000000E+03	  +7.9384133276749299E+03	  +1.1291490000000003E+04	  +3.7050275000000031E+04	  +4.9400000000000004E+00	
  +2.7370000000000000E+03	  +7.9384133276749299E+03	  +1.1291490000000003E+04	  +3.7050275000000031E+04	  +4.9400000000000004E+00	
  +2.7380000000000000E+03	  +7.9384133276749299E+03	  +1.1291490000000003E+04	  +3.7050275000000031E+04	  +4.9400000000000004E+00	
  +2.7390000000000000E+03	  +7.9594901403330177E+03	  +1.1291490000000003E+04	  +3.7050275000000031E+04	  +4.9400000000000004E+00	
  +2.7400000000000000E+03	  +7.9594901403330177E+03	  +1.1291490000000003E+04	  +3.7050275000000031E+04	  +4.9400000000000004E+00	
  +2.7410000000000000E+03	  +7.9776853266739809E+03	  +1.1291490000000003E+04	  +3.7050275000000031E+04	  +4.9400000000000004E+00	
  +2.7420000000000000E+03	  +7.9776853266739809E+03	  +1.1291490000000003E+04	  +3.7050275000000031E+04	  +4.9400000000000004E+00	
  +2.7430000000000000E+03	  +7.9776853266739809E+03	  +1.1291490000000003E+04	  +3.7050275000000031E+04	  +4.9400000000000004E+00	
  +2.7440000000000000E+03	  +7.9776853266739809E+03	  +1.1291490000000003E+04	  +3.7050275000000031E+04	  +4.9400000000000004E+00	
